id,alan,eski,yeni,sebep,jev_guven,migration
14b2a17e-4439-4076-b5e5-c1eae7027034,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.08,20260612000318_soru_zorluk_yeniden_sirala
bd24f9af-5990-408f-8f39-dbf2e83e3d64,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.51,20260612000318_soru_zorluk_yeniden_sirala
5c4e9db4-2e56-4f48-a522-cfff12dcc355,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.04,20260612000318_soru_zorluk_yeniden_sirala
c27f465f-553c-4b97-b0ca-678bdf2af7f0,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.23,20260612000318_soru_zorluk_yeniden_sirala
c7826419-0659-432a-812d-38d585f8e655,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.97,20260612000318_soru_zorluk_yeniden_sirala
155fc06c-8360-41df-99d5-7e923b66ddad,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.1,20260612000318_soru_zorluk_yeniden_sirala
c94dddf0-8a49-4649-9eec-0a9c39744716,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.07,20260612000318_soru_zorluk_yeniden_sirala
ccdaa02d-e468-420d-abd0-2fb73eba5b1d,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.15,20260612000318_soru_zorluk_yeniden_sirala
ce9fc57f-06bc-429e-b73a-43101101be14,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.39,20260612000318_soru_zorluk_yeniden_sirala
cf510520-8d79-4cbc-9cfc-85dde13165cc,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.59,20260612000318_soru_zorluk_yeniden_sirala
d20bbd8d-2ab7-438c-91f6-381da17de3b6,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.39,20260612000318_soru_zorluk_yeniden_sirala
d38bb513-6bf5-440f-808a-dabbbcd5c7e1,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.77,20260612000318_soru_zorluk_yeniden_sirala
d4451505-0052-46ce-adb1-28c7e4ac8246,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.78,20260612000318_soru_zorluk_yeniden_sirala
d52ed64f-9738-4a2d-a5a5-b078b07ba5c3,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.42,20260612000318_soru_zorluk_yeniden_sirala
d6d24cb2-075f-415d-9a18-d7320ab4b5c1,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.45,20260612000318_soru_zorluk_yeniden_sirala
d82769c2-b3f4-4686-82eb-d21eaf1389c4,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.46,20260612000318_soru_zorluk_yeniden_sirala
da8fbe1e-38f4-4be3-adf3-a12d7270d4c3,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.23,20260612000318_soru_zorluk_yeniden_sirala
dc70758d-64c7-4ec4-8b87-40665738681e,questions.zorluk,2,1,2a sıralamaya göre yeniden (290 mantığı),1.51,20260612000318_soru_zorluk_yeniden_sirala
dec2e85e-7195-4413-a844-b22925866f0b,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.46,20260612000318_soru_zorluk_yeniden_sirala
dede72d3-89f3-4e2b-8ddf-c849e8f7f57b,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.78,20260612000318_soru_zorluk_yeniden_sirala
e4d3786e-e40f-4f2a-bd51-900bb06258cf,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.9,20260612000318_soru_zorluk_yeniden_sirala
e70dc273-197a-4161-b98a-4f77d4282bd6,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.37,20260612000318_soru_zorluk_yeniden_sirala
e89fbda2-bd59-48f5-8cd9-da0edcbcefe9,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),3.05,20260612000318_soru_zorluk_yeniden_sirala
ee0be06b-e9c9-4035-99df-c67f9ef54208,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.96,20260612000318_soru_zorluk_yeniden_sirala
f202c5e1-77ae-4842-accd-7c36932bd4e4,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.19,20260612000318_soru_zorluk_yeniden_sirala
f76c0173-4159-4d67-9be1-a4748e2ed1bf,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.48,20260612000318_soru_zorluk_yeniden_sirala
56c263c4-d608-46f3-b7d8-ca7d2dbda838,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.03,20260612000318_soru_zorluk_yeniden_sirala
fa2416c0-7c7c-4a07-bfe1-d0e7c577bf71,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.61,20260612000318_soru_zorluk_yeniden_sirala
fe6e3b6c-7e8e-4140-b9da-03ddff8a13c8,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.2,20260612000318_soru_zorluk_yeniden_sirala
5b972809-503d-47ca-ad65-60cd4e8015fa,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.08,20260612000318_soru_zorluk_yeniden_sirala
ff9b8ac1-dcd6-4882-9a2f-f9edf8b714ad,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.9,20260612000318_soru_zorluk_yeniden_sirala
5518bfa3-515d-4b5b-bbb7-008f86e6a411,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.1,20260612000318_soru_zorluk_yeniden_sirala
58336523-4d2b-4af8-bd3b-9692d449b783,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.11,20260612000318_soru_zorluk_yeniden_sirala
5c85adfb-ef3c-4c81-b979-431d31e96f60,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.04,20260612000318_soru_zorluk_yeniden_sirala
1aea0c29-5c7c-42c9-bba0-ea8c42ed0058,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.12,20260612000318_soru_zorluk_yeniden_sirala
5185aa1e-d5aa-4e98-83a7-464a8b0c93b9,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.06,20260612000318_soru_zorluk_yeniden_sirala
0143a9c9-cc46-456e-ab5a-6f7a4985604f,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.47,20260612000318_soru_zorluk_yeniden_sirala
015b0775-63ea-4910-b5cb-3fe47e14cda3,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.12,20260612000318_soru_zorluk_yeniden_sirala
04943096-495a-4dca-9101-d235e0415d21,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.26,20260612000318_soru_zorluk_yeniden_sirala
058b2eec-8786-4249-b3b7-15a5c6c291f5,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.35,20260612000318_soru_zorluk_yeniden_sirala
08dcb6a4-b314-4eed-b85b-b384be2917c1,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),4.06,20260612000318_soru_zorluk_yeniden_sirala
064b83dc-c49f-4dcd-b135-49ecd1c89798,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.9,20260612000318_soru_zorluk_yeniden_sirala
0a11ba79-a766-4d4d-a50d-5ae68b281db1,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.16,20260612000318_soru_zorluk_yeniden_sirala
0e801b92-cdc6-4eb0-9696-33c45011323a,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.65,20260612000318_soru_zorluk_yeniden_sirala
104bcc17-95f5-4443-ae58-21b7bcfa8695,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.29,20260612000318_soru_zorluk_yeniden_sirala
5ebc1b81-e119-48cb-9420-e84d97e0e38c,questions.zorluk,2,1,2a sıralamaya göre yeniden (290 mantığı),1.68,20260612000318_soru_zorluk_yeniden_sirala
13d316e3-e540-4762-a018-9fdcefcc5210,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.2,20260612000318_soru_zorluk_yeniden_sirala
64d06daf-afe1-4615-9893-84a8b55012ee,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.07,20260612000318_soru_zorluk_yeniden_sirala
23c2d263-559b-4343-bb85-ca68684f08ba,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.07,20260612000318_soru_zorluk_yeniden_sirala
23916029-f66c-486d-af3b-ee145e22b095,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.18,20260612000318_soru_zorluk_yeniden_sirala
247e8077-f5cd-4206-9076-a0bc07a8c0ad,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.95,20260612000318_soru_zorluk_yeniden_sirala
2605a484-303d-4189-b07a-f5f0ddbc4dbc,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.45,20260612000318_soru_zorluk_yeniden_sirala
268c5933-0602-4dfe-a529-133b1d7b4c76,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.52,20260612000318_soru_zorluk_yeniden_sirala
26ef2bbb-1553-4f85-b916-6435e24b7df8,questions.zorluk,5,3,2a sıralamaya göre yeniden (290 mantığı),2.97,20260612000318_soru_zorluk_yeniden_sirala
2982bd60-cc30-4390-aa7c-cb34f2853e97,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.47,20260612000318_soru_zorluk_yeniden_sirala
299279ff-1b02-4f06-86ce-ac73d5a43579,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.2,20260612000318_soru_zorluk_yeniden_sirala
6028eaa9-a8a4-449e-88c4-191c6f4d29cd,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.12,20260612000318_soru_zorluk_yeniden_sirala
5d5fee4c-ae1b-4917-b8ac-7a7dd0593569,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.1,20260612000318_soru_zorluk_yeniden_sirala
3ea1fcde-0093-4a46-b89d-f423e38eb3ef,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.77,20260612000318_soru_zorluk_yeniden_sirala
408e827f-9267-40df-9226-a7705f751a84,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.81,20260612000318_soru_zorluk_yeniden_sirala
427957e1-2690-42f4-b430-ae162dd4a9ff,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.8,20260612000318_soru_zorluk_yeniden_sirala
6e482418-b600-48a7-a696-622723f86df6,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.1,20260612000318_soru_zorluk_yeniden_sirala
6f9838ce-b563-4610-9321-2df3b77e9bb0,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.06,20260612000318_soru_zorluk_yeniden_sirala
495f4b36-ffbc-4720-ad9f-f3ff922935fa,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.94,20260612000318_soru_zorluk_yeniden_sirala
4c891c86-5929-4e5a-a773-cbc9f457fe58,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.19,20260612000318_soru_zorluk_yeniden_sirala
4d6769ad-bffc-4982-ab6b-5ac22a718216,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.18,20260612000318_soru_zorluk_yeniden_sirala
504e509c-c0ed-415c-b356-d6ce57bc18f9,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.82,20260612000318_soru_zorluk_yeniden_sirala
5161682e-cb78-42ca-9311-ea84b3316e31,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.69,20260612000318_soru_zorluk_yeniden_sirala
54639402-7e2f-4c64-ad33-2f7cc9f73048,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.13,20260612000318_soru_zorluk_yeniden_sirala
5599300a-d5ff-490f-9e00-c41186550919,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.31,20260612000318_soru_zorluk_yeniden_sirala
56dae267-994c-4bc3-9615-9f3b7235a73b,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.17,20260612000318_soru_zorluk_yeniden_sirala
5b882161-610c-4c6d-9b88-e8ab97c9a614,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.26,20260612000318_soru_zorluk_yeniden_sirala
5e530ef9-9ed1-43b7-aa5a-400fea231660,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.92,20260612000318_soru_zorluk_yeniden_sirala
5f4ea86a-e4fa-4cc8-95b4-2f1a54792737,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.22,20260612000318_soru_zorluk_yeniden_sirala
600d45fc-bd5d-4192-b6a1-3e3da2aebfef,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.06,20260612000318_soru_zorluk_yeniden_sirala
617597bd-c251-46e8-95d5-87fd9ccd5826,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.18,20260612000318_soru_zorluk_yeniden_sirala
63093790-2bba-41f8-bcb5-36cf69e086e0,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.5,20260612000318_soru_zorluk_yeniden_sirala
63fb7adb-3a78-48d2-87cc-862b025ab0b6,questions.zorluk,2,1,2a sıralamaya göre yeniden (290 mantığı),1.72,20260612000318_soru_zorluk_yeniden_sirala
73e61d4c-9afa-433c-8434-226dd13dc9ac,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),3.03,20260612000318_soru_zorluk_yeniden_sirala
64311446-3ca7-44fa-82f8-71af2291f4b6,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.88,20260612000318_soru_zorluk_yeniden_sirala
669d6174-22c2-476d-ad36-b6ea29ffe426,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.85,20260612000318_soru_zorluk_yeniden_sirala
67025b04-8ae8-4434-b9a7-9f823aa8af0a,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.49,20260612000318_soru_zorluk_yeniden_sirala
6743b4c4-697d-409b-948b-eba12a06d59b,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.15,20260612000318_soru_zorluk_yeniden_sirala
675a7aab-9a29-4d93-bcd9-7677870e5f2d,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.19,20260612000318_soru_zorluk_yeniden_sirala
6985a743-fe95-46f1-998b-3d1564b37ed9,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.69,20260612000318_soru_zorluk_yeniden_sirala
6b696754-7940-4e6e-b73d-788d917e5fe0,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.34,20260612000318_soru_zorluk_yeniden_sirala
6ef382f2-d7f0-4610-9079-1e1a91ed4951,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.42,20260612000318_soru_zorluk_yeniden_sirala
7361f7da-abc1-468c-9eab-b81ac2c16c64,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.17,20260612000318_soru_zorluk_yeniden_sirala
77740db2-9ee7-4e2d-a490-3fb974a1d0fd,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.53,20260612000318_soru_zorluk_yeniden_sirala
6d809b0a-2731-4b62-8370-ed1bc39e3ac6,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.09,20260612000318_soru_zorluk_yeniden_sirala
7a80409f-4f82-4d8d-b812-38ad4e77631a,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.71,20260612000318_soru_zorluk_yeniden_sirala
7052c21f-958f-4427-b7ea-18b46536047d,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.04,20260612000318_soru_zorluk_yeniden_sirala
7bb6d209-943d-4e85-9b09-b9ce06329fd5,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.21,20260612000318_soru_zorluk_yeniden_sirala
82bcd252-2471-42a6-bf3c-1db2d8069a7c,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.44,20260612000318_soru_zorluk_yeniden_sirala
7ca1c643-6293-46bd-8dc9-16d10e4516fd,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.31,20260612000318_soru_zorluk_yeniden_sirala
7f53f8fa-e2b4-4597-838b-b069fc3201db,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.6,20260612000318_soru_zorluk_yeniden_sirala
81d47126-a068-46a2-9a1a-fbc408bdf3e4,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.95,20260612000318_soru_zorluk_yeniden_sirala
55a52c38-768f-426b-91ea-72d8811d7295,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.33,20260612000318_soru_zorluk_yeniden_sirala
8bea530f-1777-4001-a793-6efe8886e713,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),1.86,20260612000318_soru_zorluk_yeniden_sirala
8d10ba8e-7332-4add-98db-7e48838cab07,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),1.87,20260612000318_soru_zorluk_yeniden_sirala
902ab5f0-9f91-4318-b6f8-d467122c4b93,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.31,20260612000318_soru_zorluk_yeniden_sirala
91c7e632-a2b2-4242-b9c3-7f381f168810,questions.zorluk,2,1,2a sıralamaya göre yeniden (290 mantığı),1.65,20260612000318_soru_zorluk_yeniden_sirala
84d8e6c3-0b28-4d5a-829a-319953e35202,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.71,20260612000318_soru_zorluk_yeniden_sirala
902dca8e-cf01-4067-875d-1f41d5350df3,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.88,20260612000318_soru_zorluk_yeniden_sirala
8ff15c75-5dae-45f6-884a-2d346dc91ee1,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),3.06,20260612000318_soru_zorluk_yeniden_sirala
29f6fe11-e587-4586-a610-13e767f002c6,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.12,20260612000318_soru_zorluk_yeniden_sirala
92e40c10-8360-4ec8-b736-b0f6f70759ba,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.56,20260612000318_soru_zorluk_yeniden_sirala
935f6ef6-b03b-40b9-bce1-a33b88e1c413,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.81,20260612000318_soru_zorluk_yeniden_sirala
9393d661-3490-4377-9345-688d17696104,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.32,20260612000318_soru_zorluk_yeniden_sirala
94ff5b72-d040-4280-8d21-b93b09676680,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),3.03,20260612000318_soru_zorluk_yeniden_sirala
951d92b3-feb4-407d-8230-629d94c92be1,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),4.02,20260612000318_soru_zorluk_yeniden_sirala
95f1bc45-fb2f-424d-a12b-4dcf3a3c5920,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.77,20260612000318_soru_zorluk_yeniden_sirala
9baba996-c04b-4678-80cd-7ce3b2b4c186,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.89,20260612000318_soru_zorluk_yeniden_sirala
9ec06bd8-6e96-421a-87ab-61d9f7da5ed0,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.37,20260612000318_soru_zorluk_yeniden_sirala
9f3addac-9c14-42b3-8259-e0d9eb2ef510,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.1,20260612000318_soru_zorluk_yeniden_sirala
a2d4cb47-52a0-4729-bc3b-b485b7acb9ab,questions.zorluk,1,2,2a sıralamaya göre yeniden (290 mantığı),1.84,20260612000318_soru_zorluk_yeniden_sirala
a4664aeb-fc62-4e75-bce0-01075e4ad37b,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.41,20260612000318_soru_zorluk_yeniden_sirala
6f7b3e08-a900-4fcc-acf3-83a0f358e8d1,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.07,20260612000318_soru_zorluk_yeniden_sirala
a81e64b1-e7bf-457d-bfa7-1bab07882642,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.29,20260612000318_soru_zorluk_yeniden_sirala
a985c40f-0459-4fdc-8064-623dcfc2126f,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.15,20260612000318_soru_zorluk_yeniden_sirala
6b850dda-5c14-489f-aaad-5818bc7a8f42,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.12,20260612000318_soru_zorluk_yeniden_sirala
6b3953e0-1832-4c3e-932f-0b599bb4c19b,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.12,20260612000318_soru_zorluk_yeniden_sirala
6bbae1d0-c3a2-42a5-8ccc-e4dbd788f9c8,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.12,20260612000318_soru_zorluk_yeniden_sirala
a9da6e26-2941-4b0e-b16d-130b4264abaa,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.21,20260612000318_soru_zorluk_yeniden_sirala
aac84419-9ed3-446a-a039-0eafb455c75f,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.72,20260612000318_soru_zorluk_yeniden_sirala
ad67e3f3-ca98-467d-b25b-1dd014050e1a,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.13,20260612000318_soru_zorluk_yeniden_sirala
b0725ca0-dc07-4017-8b56-9120f42b6471,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.93,20260612000318_soru_zorluk_yeniden_sirala
b1591e98-51f1-4024-894a-5a8883f41171,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),3.03,20260612000318_soru_zorluk_yeniden_sirala
b2d918e6-29c4-4f11-a34d-a5dfa22c0e2c,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.48,20260612000318_soru_zorluk_yeniden_sirala
315a04f9-acbb-4733-b59b-cd58c9fc3742,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.06,20260612000318_soru_zorluk_yeniden_sirala
b6a3a403-a7c0-49e5-b73b-5f3077bcb287,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.26,20260612000318_soru_zorluk_yeniden_sirala
c098eb98-3420-4cdd-b69c-7c92fb09a813,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.31,20260612000318_soru_zorluk_yeniden_sirala
c19e51fb-2942-457e-9f93-e18839df9c77,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.44,20260612000318_soru_zorluk_yeniden_sirala
c86ceceb-a0bf-4e37-a041-987c12f28fe4,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.96,20260612000318_soru_zorluk_yeniden_sirala
c9ad66de-ee6b-4f1b-a2c5-e6a301536d73,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.14,20260612000318_soru_zorluk_yeniden_sirala
7c2d1423-77af-476e-acba-4a79cfa7c6a4,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.11,20260612000318_soru_zorluk_yeniden_sirala
cdafa098-697b-419f-9063-c23582fc0d8c,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.78,20260612000318_soru_zorluk_yeniden_sirala
cdd511bb-66d4-40b0-b905-49a861021847,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.64,20260612000318_soru_zorluk_yeniden_sirala
d4b20185-9d34-43f0-88b6-9e50d8c8eaf7,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.51,20260612000318_soru_zorluk_yeniden_sirala
dbe68684-d3b0-475e-9ad2-828255fa935e,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.95,20260612000318_soru_zorluk_yeniden_sirala
7e1d7a91-a647-4981-93c1-5d92f91a042c,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.03,20260612000318_soru_zorluk_yeniden_sirala
dceb42ae-cf3c-41a5-9dbb-97ae62701fd6,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.48,20260612000318_soru_zorluk_yeniden_sirala
ddb45a65-17c5-4185-82ee-33060608f0bc,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.12,20260612000318_soru_zorluk_yeniden_sirala
de124e78-41a1-43bd-9230-7a6aaec43874,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.22,20260612000318_soru_zorluk_yeniden_sirala
7e256f41-904b-41a8-a39b-7b1f81f6e653,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.08,20260612000318_soru_zorluk_yeniden_sirala
e2c8ac3d-df28-4851-8a87-adcc0d919bb2,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.63,20260612000318_soru_zorluk_yeniden_sirala
e5f64d4a-5fad-4e7e-8037-29e7ac32fb40,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.7,20260612000318_soru_zorluk_yeniden_sirala
e6852680-9d28-4e9f-808d-a7245be891b2,questions.zorluk,3,4,2a sıralamaya göre yeniden (290 mantığı),3.42,20260612000318_soru_zorluk_yeniden_sirala
e8edd6ef-a08e-48d4-bfaf-1c0a3fc12057,questions.zorluk,4,3,2a sıralamaya göre yeniden (290 mantığı),2.91,20260612000318_soru_zorluk_yeniden_sirala
e9386516-fae8-448c-a176-7dfee94f8b88,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.5,20260612000318_soru_zorluk_yeniden_sirala
8332c42e-cbfa-4fae-b804-fadc39b31dff,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.09,20260612000318_soru_zorluk_yeniden_sirala
e9e6763f-bd4a-4d79-a77a-5309f3d1cc0c,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.2,20260612000318_soru_zorluk_yeniden_sirala
f03132d8-d829-4f6a-b123-aabca00041b2,questions.zorluk,5,4,2a sıralamaya göre yeniden (290 mantığı),3.28,20260612000318_soru_zorluk_yeniden_sirala
009d20dd-86d8-48e9-9b94-84f1ee4cc6d2,questions.zorluk,2,3,2a sıralamaya göre yeniden (290 mantığı),2.16,20260612000318_soru_zorluk_yeniden_sirala
01a4b3c5-be6d-4783-b7dd-55a1b0db4c54,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.05,20260612000318_soru_zorluk_yeniden_sirala
f3d68791-b654-4210-9898-42212603d2f4,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.69,20260612000318_soru_zorluk_yeniden_sirala
f551bd82-a050-41c8-98e8-892027af0cf6,questions.zorluk,4,5,2a sıralamaya göre yeniden (290 mantığı),3.73,20260612000318_soru_zorluk_yeniden_sirala
f6fdfcd5-3296-4e16-83c4-61dab658b32c,questions.zorluk,3,2,2a sıralamaya göre yeniden (290 mantığı),2.01,20260612000318_soru_zorluk_yeniden_sirala
