id,puan,kaynak
2c2fc8e8-6a7a-4b8b-835e-44df90d2cad9,2.63,tarama
2c33d618-49de-4e78-b6ee-bd8e536fbb08,3.04,tarama
2c33ed45-31d0-416d-b715-2006654050ca,3.24,kapi
2c3d49e5-fdf8-4054-9d77-0717708ed688,2.74,tarama
2c46a8d8-ca28-413f-a7fb-a1828c3c2641,1.96,tarama
2c4f3937-9aa6-4602-a840-9ff696c79ec0,1.77,tarama
2c4fcbee-5019-4a1d-8427-01fb635c7d9e,3.00,tarama
2c522c26-13f8-4721-a610-422a32b593ee,2.49,tarama
2c557f3f-15b1-4298-8b92-c2f40da13bd5,2.50,tarama
2c56576d-394c-45c9-9cca-78bc3b71717a,3.65,kapi
2c5812af-b6b5-4946-af84-39610ef3efb3,1.57,kapi
2c5864cb-0ba7-4370-bab4-67a38d24ac23,2.88,tarama
2c59b9ff-165e-43c8-958b-8ba812947fa6,2.91,tarama
2c5d6c3a-f774-4465-9058-1b2473dddc08,2.05,tarama
2c621a69-1f71-4fdc-a010-6b47acd71cff,3.30,tarama
2c653944-6dae-4625-8596-719b5de6be46,2.42,tarama
2c6571cd-3a9b-40e2-b28a-5694df5b66d6,1.12,tarama
2c67aef6-4d7f-421d-bc14-39eb1134f233,2.11,tarama
2c6e4f28-582c-4b6c-9f39-6d08052b77e3,1.90,tarama
2c7049b6-153d-4bb2-b351-47357259d7f3,2.52,tarama
2c79e9a1-0217-4b2c-a8b7-c4be0790ad5f,2.24,kapi
2c8625f5-f9c5-4898-9afa-17185469c86a,2.91,kapi
2c8df573-10e5-4abc-96dc-495efc3100da,2.78,tarama
2c96c544-e088-48ac-8156-9dbd688f45a9,1.77,tarama
2ca0d5a3-f253-4e63-a982-ff5e3807b69c,2.43,tarama
2ca230ca-1d06-4d59-8015-5dc868e405cb,2.01,tarama
2ca2acba-d71a-4276-920c-7e005f72e315,2.06,tarama
2ca543ad-9d74-4e52-9493-c004f8df8852,3.10,tarama
2ca802f9-93c8-4a62-a597-cfff3f3cae10,2.00,kapi
2cb7693e-aad3-4095-b1d4-90ad6e64db39,2.87,tarama
2cc18c4c-f420-435a-bb70-dc356bdf250b,2.45,kapi
2cc19d49-cc64-4c90-9e2c-1d7e87fd288a,1.59,tarama
2cc61edd-d616-472f-a7d8-24c341c91040,2.77,tarama
2cc80115-5f75-4c01-b52d-261d13040ede,3.53,tarama
2cd48755-1313-4df6-98fe-bd70536d03bf,2.29,tarama
2cda42f1-e050-4a6a-ac62-a5d8dacf1c0c,1.70,tarama
2ce451ab-9637-4aea-b08f-00057771f60a,1.85,kapi
2cf4f0a3-e52a-4ce1-a06a-892a093ff9a9,1.95,tarama
2cfeaa39-9c71-4333-90cf-5bfe6d52a8a0,2.41,kapi
2d087880-4f3e-4a8a-9cb7-03f889c997a5,2.19,tarama
2d08ddd7-eb46-4511-a18f-304b606bb175,2.03,tarama
2d0ba53e-fbfd-4048-933a-08964d5bd97c,1.34,tarama
2d13f3ea-6369-4d3f-a0c8-d64478aa2886,2.70,tarama
2d14c3ad-56c6-4eeb-a1ad-e2faec50762b,3.40,tarama
2d189324-4c52-4655-a1e3-9f0962003350,2.15,tarama
2d1e785f-6eea-4142-82df-80f11a74186f,1.17,tarama
2d211ce0-aa85-4e2e-a9d6-5c2c41be82dd,2.01,tarama
2d2715c8-a0f0-4274-9066-01a043d8d0d0,3.24,tarama
2d2faafa-219b-42ff-abb5-71c0a2b03ea5,2.53,tarama
2d30f204-e5b0-4797-8288-c0d7ed3f4a8f,2.12,tarama
2d36ee81-4720-43a3-a53f-d78cd833a03b,1.84,tarama
2d3738ac-e271-41b5-940f-af41978edd78,2.32,tarama
2d476c5f-1b71-4971-9f18-1a291e8b0a82,3.57,kapi
2d496fe7-666a-4a17-8169-3d57b53ce732,1.85,tarama
2d498cc0-cf0c-4268-a32e-5080d2be27c3,1.85,tarama
2d4eb33f-8e04-4ab7-9238-94955795bc1d,2.45,tarama
2d51efe2-8d05-4c52-bf3f-34a2af1c67a4,3.81,kapi
2d57e107-9b72-4ebb-a030-21ed243488de,1.87,tarama
2d5aad10-cc90-4d4a-a235-f83b5ed476ed,3.41,tarama
2d619c5f-18a8-4f7f-9049-57c410fd79de,3.23,kapi
2d62c3f6-7549-47b8-805a-2a78bdacae2c,3.57,tarama
2d641f6a-500e-4cb2-9635-aa508175f3b8,2.72,tarama
2d74846f-3935-4980-a0d0-d239753ab194,1.76,tarama
2d7e0448-fad6-4c3e-8e25-8b5bb43cbb65,2.29,tarama
2d7e9e10-5a0a-4bc7-8b4b-125a52e6edf5,1.92,tarama
2d7eeca7-58c0-46f5-a32d-24c8fd02deec,4.00,kapi
2d865fab-d4f3-44b6-bbc8-156752453f0b,2.25,kapi
2d897c5c-d113-4e57-afdb-e285076f171c,1.95,tarama
2d8d8b9c-2279-40f1-b480-ce00bc64e366,2.81,tarama
2d8e7626-8a61-43c8-a6f3-670cc1ee33f0,2.76,tarama
2d8ec73d-576d-4564-b21d-7b946f2aea28,2.13,tarama
2d8f97da-881b-461b-a5da-6b86300ce376,1.80,tarama
2d925dc3-533e-4a75-8d3e-40f9c2d0c80c,2.36,tarama
2d948fbf-65ab-4395-9014-2bd72848d731,2.33,tarama
2d968a0f-f3fe-4d74-be5a-cae9cc72bc00,2.31,tarama
2d9f3f10-4bd9-44bc-af44-4a41d07697a7,3.83,tarama
2da3ecb9-7e38-4d31-b400-c2b754c07b83,1.81,tarama
2daf3bdc-91f9-4b4e-8b96-9089b6e4f112,1.59,tarama
2dbaf49e-58ac-43e5-9436-7a21664348c7,2.04,tarama
2dbb9936-7635-4f0d-96b7-682a72689b17,2.85,tarama
2dbc518c-6da0-42ff-9327-9db14ba65357,2.28,tarama
2dbdc4a8-ace8-4ba0-a4ae-ceb2303931aa,2.68,tarama
2dc86cb7-39d8-4a69-95c4-f3bc66641702,1.53,tarama
2dcebbf6-e6f8-4e4f-8899-2a6eb1d56228,3.32,tarama
2dcefd6b-7d01-4b3e-86f4-41c51d1429fa,2.78,kapi
2dcf203a-346c-4a11-b135-efb0dc5b7fc8,1.11,tarama
2dd03928-75b8-4fc7-80ac-d1039eea99a8,3.87,kapi
2dd6a234-20a2-402a-a376-4af8d164b213,3.67,tarama
2dd79ab9-d053-4472-bb65-e88cd64bbec9,2.59,kapi
2dda3839-ed2f-4058-99b6-6d70ccb913c5,2.28,tarama
2ddce3ad-5f32-4fc8-94a7-31a0b9d9618e,3.94,tarama
2ddf3adf-16ae-4cfa-aa93-62edf3814eb9,2.94,tarama
2de6b519-e6aa-4836-8006-3aa924354889,3.83,tarama
2decfe32-ad7e-4f5f-af8a-5645f2f15ba7,4.40,kapi
2df09031-91f0-4ef0-8846-9cdc2dc9c869,4.04,kapi
2df1a1d9-efa3-455d-a8d1-20ac2bf234a9,1.55,tarama
2dfb8761-72b1-4f6a-b712-4f8c9594a898,1.99,tarama
2e03135d-7d1c-43eb-8ada-9b59fe0cb127,3.42,kapi
2e13df34-2711-43ae-84b3-bff5b7ac8af9,1.97,tarama
2e16816c-2d88-498f-b8aa-820475a6c614,1.95,tarama
2e19dfbd-cec4-4f0a-8cf4-e4bcdf22573d,2.06,tarama
2e1fd0f6-4e7c-4e20-b232-6c68ac226084,2.98,tarama
2e240821-a9b2-4a79-979b-c9607f38489d,1.76,tarama
2e24f474-4e53-46f7-855e-12c1b0ffdbe5,1.90,tarama
2e2b0014-526a-47e6-8c4e-eb1fba31c5c4,3.68,tarama
2e2de3ee-ae87-4490-8f02-86e15fd6031a,1.52,tarama
2e37fcc4-72e3-4ef5-b7c3-742c6bf14fcb,2.16,tarama
2e3c931e-bb2b-46dd-8817-5c384de6a428,1.81,tarama
2e427847-34e3-46dd-b793-098b84142712,2.17,tarama
2e458082-2589-4a98-9f0f-980b5b8f237f,2.38,tarama
2e499610-70bd-4a76-a039-89cd8f92ef19,1.57,tarama
2e4c4d49-91a7-485d-94cd-fa62e58a1ddd,2.37,kapi
2e51127c-40fd-4775-882f-21e64fe32323,2.53,tarama
2e53d315-fb77-48c7-9f85-c4ff84f2a0a1,2.15,tarama
2e5406c5-201b-4949-9dcd-0abdaf97b565,4.03,kapi
2e5cc9f6-9858-4106-bcd7-c00eb6ea1e2c,2.23,tarama
2e63588b-0529-4808-a047-e27f6be7d6a0,2.93,tarama
2e67d6ba-984b-4b2f-8105-1d610bb2fc5b,3.55,tarama
2e7cc4ef-8dec-4f7d-b5d2-ac93136975f7,2.11,tarama
2e87b9ae-ec6d-4fb8-a971-1a807ee09de2,1.58,tarama
2e99778b-d117-4275-902a-714f502bcf19,1.03,tarama
2ea79f68-a7a6-4625-946e-9b942f2e4e5d,3.72,tarama
2ea8b16f-bcca-4802-a669-e361f0fbe16e,1.17,tarama
2eaa7aa7-2aaf-4fa2-9dc4-25599fa2e8da,2.08,tarama
2eb25677-2b09-4571-a66d-5d85ac1eb471,1.00,tarama
2ebcccc7-f5f1-434e-966d-1e14c7dbd823,4.03,kapi
2ebf6f24-50b5-4177-a6ee-d67e8137b5b5,3.18,tarama
2ec17b0a-e8ca-4ea0-8edc-82d72cf7df87,1.10,tarama
2ec21c17-dcf5-453c-b840-bc4f989104e6,2.68,kapi
2ec99c76-a219-4f74-a4e3-e2c63d2682e8,3.23,kapi
2ecd5e13-3ad5-40da-ba18-1e02aecdf11d,2.88,tarama
2ed3421f-7968-4d8a-8e5a-8d0faccfb2ef,3.40,kapi
2ed63f3d-18e4-4ed6-b366-f396975af624,2.18,tarama
2ee2cc9f-9007-427b-9788-8453fdba64fa,2.03,tarama
2ee37ebf-28bc-4e5d-8a03-3554eb23cb80,2.98,tarama
2ee94bd3-b9ce-4f01-bc4c-48ae12177fe6,3.24,tarama
2eeb5dc0-d586-45a5-a070-200254017ec0,2.59,tarama
2eefba9f-93b2-4e12-b456-34930c8b6ea3,2.48,tarama
2ef18689-e8fc-4193-89a7-4953749e9aed,3.55,tarama
2ef6a198-9f5f-441b-aae1-0e9d55add513,3.95,kapi
2efc5651-2045-4381-a408-4b80d6127b6c,1.76,tarama
2f065da7-073d-43c4-8709-ea8910232265,3.64,tarama
2f073359-f58a-4eb7-a377-cc0c86f97a41,3.46,tarama
2f08b914-54dc-4717-acdb-145dfdb58d8f,2.49,kapi
2f0d3841-6bf9-4cd6-a9b5-f8d682a23256,1.43,tarama
2f11ed5c-ab52-4ac2-92d4-d9476f557af5,1.99,tarama
2f155dfc-6efb-4c3c-8bd8-a35712d9bc2e,2.81,tarama
2f1679ba-3308-495c-9d76-78d7dee4460f,2.70,kapi
2f1aaf8d-3cf9-4b6f-a95f-d8aabb254193,3.70,kapi
2f1ee6ca-2ea3-4b26-8f23-4e05a95b0744,3.96,kapi
2f23ca1e-32df-4226-9b54-cd41f1150be8,1.88,kapi
2f26059b-c2dd-464d-97bc-1bf53ce02c2c,1.38,tarama
2f279654-9ee3-49a5-b0af-489d85fa2ce1,2.75,kapi
2f28a0a9-6742-4674-b2d6-4458be5adaa5,1.18,tarama
2f2ae679-fde5-4f01-9c77-019eb1d802da,1.76,tarama
2f2cd350-f9fe-4e35-9857-7b775b2178c1,2.62,tarama
2f319a12-0bd1-4be3-94ae-76f418668925,2.20,tarama
2f337a43-6eb6-45ca-a046-a90e6b6d2ba4,4.14,kapi
2f33c110-4de1-4922-8c46-dd5899189ce5,2.80,kapi
2f35ca7e-eb67-4001-a544-e9779a02ebfe,3.23,tarama
2f3931d3-d104-4084-8622-fb6e33da63e1,1.51,tarama
2f3fcada-8cdb-417c-8be9-b6286fb56b3d,3.79,kapi
2f41dae0-e694-4412-9c47-cb7f9a288359,2.32,tarama
2f4240d0-b7d8-42d6-af1c-2d691871059f,2.20,tarama
2f447fda-0442-4f1e-8316-af46162184c6,1.35,tarama
2f4e5090-157e-4a7c-b4f3-ad0ee1706aa3,3.29,tarama
2f52850c-a88f-4ff2-b167-62873084b196,3.17,tarama
2f54477d-837b-4e67-84aa-47084faed6b0,1.92,tarama
2f5d0773-f746-44a6-832c-98c079be5c70,2.05,tarama
2f632569-9a46-419e-b744-1b6608707751,1.97,tarama
2f65b671-1222-49c9-8c7f-2978e6642654,2.31,tarama
2f66e6f5-c947-45a9-94ec-8f025ad60146,3.30,kapi
2f683c34-7908-48ae-9178-6ceacfc6b09e,2.16,tarama
2f78208a-8bea-40e2-b5a1-ca046bdf593d,3.04,tarama
2f7b627a-2b53-4761-871b-6f22ff550508,1.02,tarama
2f7e8cac-0fa9-4f2e-8467-de58be21d19b,2.62,tarama
2f8804bb-84b6-4df6-b697-4f60bcae3dae,3.60,kapi
2f8f7d05-8e81-49f8-9049-48adc0714add,1.24,tarama
2f905bf5-5070-4c36-b13c-0a643b069b89,3.73,kapi
2f938f6a-33ca-48df-8a47-ac5eacf1325a,2.66,tarama
2f95e25f-474d-490d-a30e-2603e5e5db73,3.34,kapi
2f9813f9-4a9f-4370-baf1-e6a58324e6ee,1.73,tarama
2f99e8a5-a7fa-413b-859f-f5368599b35c,2.49,tarama
2f9a43db-6251-4e5c-b225-72e449e6e3de,3.55,tarama
2fa004d0-73d2-4461-b2d5-654745786b7a,1.62,tarama
2fa91243-d607-42f5-a549-72ac3fa06c73,2.26,tarama
2fab60a7-b983-4bea-ac46-7e045c3ce355,3.07,tarama
2fad3f1f-97d6-4b3e-943c-f2bf387cb911,4.11,kapi
2fb77a94-8203-4712-96b6-01ba2e103ba1,2.34,kapi
2fb9f59f-6e5e-4382-8978-d9025dc70703,1.73,tarama
2fc33c73-7e66-40fa-a601-2166dcc2cf5f,2.86,kapi
2fc4066d-b0eb-40e2-9e9d-5b72096b0d53,2.79,kapi
2fc48e18-30ae-47cb-8cce-9787f4f592f7,2.03,tarama
2fc765cb-00d9-4376-b704-cc57a2816bd7,3.22,tarama
2fcf5407-604f-45a3-9211-b71c3f38cf46,2.11,tarama
2fd5fbfe-d28f-450f-8595-4cd010542aa3,3.24,tarama
2fd677b2-4904-4ed8-9c40-14697fa0a8c5,2.55,kapi
2fd69aa9-b3b2-459b-aee0-2a9f9f04a2fd,2.06,tarama
2fdc3659-44aa-4d50-8bf0-853e057231c9,3.90,tarama
2fdc7217-e135-4fdc-b3a8-b45fa5a5a018,3.48,kapi
2fe581b2-97b4-46cc-8040-84f83fe58de1,1.70,tarama
2fe9bdf6-599a-400f-8d67-478895661a4d,3.36,tarama
2fede4da-f603-4a01-83fe-81a9f49c7a86,2.86,kapi
2ff8a35d-6b50-43fd-ad7f-4b831634b2e0,3.77,kapi
3003c476-2231-4bac-89c6-3646abba6dba,2.21,tarama
300f425c-7b42-4e2f-b77e-9f03e6c04fc2,3.43,kapi
30100d40-9eb8-48a8-8644-b1edc39eeacf,2.67,tarama
3013580c-5195-4a8a-93a8-dc783e7f8002,3.35,tarama
3013a376-d9a0-4cb5-9966-c19029c55d71,2.73,tarama
30145e95-3864-4101-a940-7d66a96429a3,2.54,kapi
3016ac25-f81a-4b0e-8da4-28058d6e496e,2.83,tarama
301901b2-5ee4-423c-9d16-e6bc4b1dea82,2.52,kapi
301b1aca-c5dc-4c9b-8bf0-cab0359ec9f7,1.63,tarama
302d5314-faf9-4c13-a66b-8c3cb8078271,1.41,tarama
302dba4d-7343-482d-ba80-b386f598594b,1.22,tarama
303c29ab-9653-4205-aff1-55294fb2eb0c,3.73,tarama
30411e6f-e233-4132-9f38-f5e42d856d1b,2.53,tarama
30453028-93fa-4372-88a7-168fabd12df5,1.65,tarama
3045d390-3185-4703-b40d-ccf039848de8,2.75,kapi
304c6a19-b0a6-47a3-8ff0-2547a15800dc,3.26,tarama
30524c5f-3ec4-4db8-9363-e8076fd20f00,3.16,kapi
305f1884-2cf8-4efc-826a-0d25c1ba5af5,1.71,tarama
30650e62-755b-494a-8ca0-38231dfa8173,3.19,tarama
307437aa-f27d-46a7-bf11-aa52f4c584a6,3.19,tarama
308f6b22-9879-4782-9bb8-bee66c69805d,2.29,tarama
3094cdf4-7fca-4a69-aed7-6390ae8a95ba,4.08,kapi
3095e0e5-f63e-4929-9296-2e724d172a26,1.93,tarama
30a2f3c9-cf99-4b74-91ce-aa2d2aed64ec,1.75,tarama
30a940c3-e92d-4ec0-b3a5-495de3230e94,1.05,tarama
30a95561-1573-4aee-99fb-e148e7cfd460,1.73,tarama
30aeb5ea-13a6-4124-b6bb-dc0ff72ccb47,3.76,kapi
30b36388-e58a-400d-a45e-c1fd6d03bfe8,1.78,tarama
30b6af71-cce9-4c27-99f7-1257de2f1b5d,3.73,tarama
30b7e870-6fe3-4f8f-a4f6-786b6c687b6a,3.60,kapi
30bca34b-40d4-41d8-ba06-f31df266684a,3.36,tarama
30bdc6bc-67fb-4bed-832a-b178f2340264,3.08,tarama
30c284e7-456d-49ee-bd52-867b011939c2,3.92,tarama
30ce46b2-abed-405d-9445-524f95088eb2,2.87,tarama
30d27677-7563-4846-8488-26f4978ad4c6,3.17,tarama
30db1814-2b22-4636-a267-0a1ccc473a63,2.87,tarama
30de444e-d970-46fe-b660-d6d7b3ea170b,2.72,tarama
30dfed89-d275-406e-935c-7d9a5608ae6f,2.91,kapi
30e11b18-34d5-4593-a7dd-91afe4db9d18,3.20,tarama
30e12ec1-ef39-4835-bccc-e2d5198fdd10,1.87,tarama
30e1c3b1-c2d4-489e-a274-ffdb2cb030e3,3.64,tarama
30e1dc0b-8684-438d-9a0a-c756b3bd8569,2.51,tarama
30e58cca-ec02-4add-9dfb-0dd7860aaea2,2.42,tarama
30e7329c-0336-46f0-8a43-c2c8b66afb3a,1.52,tarama
30ea6d0b-7824-4539-91f2-52362f213d2d,1.76,tarama
30ec9fa9-58f4-41ad-bac3-a8dbacdc3dd0,3.26,tarama
30eccaf1-032f-4201-afb6-38f000453ad5,2.58,tarama
30f0e5e1-1a74-4c03-8d5e-468876dba664,4.16,kapi
30f19073-4d16-4dbb-a96a-129fcff65e0a,1.75,tarama
30f259d1-eed2-4aa9-b0cd-aa3907bafdba,3.83,kapi
30f6068d-2ae0-4db8-8af3-705cdcd4c09d,1.84,tarama
30f8fd5d-dd12-41a4-9b9f-d0560bca068d,1.90,tarama
3109c695-fd11-406c-8a31-74efb82befd4,1.34,tarama
310ad36e-5353-4c35-9533-f4fc35dfe530,2.21,tarama
31116e0d-4e18-472e-84e3-9bceff753148,2.81,tarama
3112bd20-0013-4f92-aa3c-f53b1f25b18c,1.86,tarama
311cd771-a051-4240-b8f0-abc770d55dfd,2.38,tarama
31221d8e-546e-4f74-8297-e12b9933a0d9,3.60,kapi
312ab7a6-8487-4301-ac7c-5e0004993851,1.78,tarama
312f532c-6476-4473-a8f0-61ae220a4658,2.64,tarama
31322e6b-0fc8-4e9d-87a6-0f8fdca17f97,2.67,tarama
31340ba2-7727-447c-9280-12d57e7110a5,1.69,tarama
3136a58c-ab57-48d0-b2a9-51061e763d75,1.98,tarama
313bfcb4-0a31-48c1-b2f2-6c358f26d886,3.14,kapi
313fbac2-7146-461b-aa32-3a79770e9287,2.16,tarama
313fbde2-f137-4d48-91ef-38b3b5659d6c,2.26,tarama
31446ee6-b74c-457c-8f44-cb53d96ab366,3.67,tarama
31484c26-abf1-463e-9dae-191ffc59879c,1.28,tarama
314c00bc-86e0-476f-9f61-a0b2bc67e875,2.15,tarama
315043d3-f867-4e27-ae87-4da076fab3ea,2.82,tarama
315a04f9-acbb-4733-b59b-cd58c9fc3742,2.06,tarama
315fdcf6-c40e-41f8-8c8b-5efe57a36b23,2.85,tarama
31609d3a-3cd4-45c7-a86d-52dbf272d2c5,1.21,tarama
316cc8f4-8a36-4133-91a7-ecd5f04c81ab,2.97,tarama
31707994-b7bd-40dd-b69a-7b2b2acf096b,3.13,kapi
317a1227-c596-4565-9617-a7c8f32953e4,1.94,tarama
318001ae-3759-4d3b-ba55-9204ce37ec2d,1.32,tarama
31800ecc-f376-4f69-93bf-0db9ad7c17e6,3.13,kapi
318488cc-44b4-4d6b-b707-258e6de0c5a8,1.96,tarama
3186f695-4199-43ca-8dc2-8a2b13324c17,2.87,tarama
31918242-7411-4ec6-bf01-f2361bf59b74,3.98,kapi
31931a95-fe4b-4412-b7f8-186815cdc2d9,3.89,tarama
319589ad-fe3c-4d2c-a4cc-373a4d0f469a,2.76,tarama
31a2a94c-05db-4108-922e-653b241b2e40,2.75,tarama
31abf7fc-d5b3-4b81-b4e8-eeab5cf10225,3.96,tarama
31ad235f-5ebc-4b33-9482-8b059e2352d9,3.64,tarama
31b8c469-afff-4f35-8b62-0a037593250b,3.36,tarama
31bc08ad-0ffc-476f-b71c-a5c830d2d70a,1.90,tarama
31bfeca0-a1aa-4341-b8f3-364625073bfa,2.46,tarama
31c7cd5f-a268-4b18-8576-25d0b196533d,3.47,kapi
31d0d002-67a5-46d2-b179-d8312816da21,1.90,tarama
31d340c9-955c-4323-b7ce-a3cc0f4ecc15,2.42,kapi
31e0ca18-370c-439f-8e0a-18f512bca698,2.44,tarama
31e14652-b2fb-41a9-940e-d9e249eab0cb,2.65,tarama
31e83735-3c12-44b6-9016-f9ee1c3c9667,3.16,kapi
31f728e0-8289-4cdc-b113-05321a1cfe0b,3.78,tarama
31f7e77d-af29-434a-97ee-6bb672401f88,1.85,tarama
31fada8f-9377-4a12-bdbd-09928d4ce67d,3.11,tarama
3204a332-6123-4323-9dd7-0022251d7a75,2.88,tarama
320bf70f-a0d9-4faf-8d52-5f764d066f29,2.02,tarama
320dc411-b570-4a74-89d8-e1d5b1746d3e,2.27,tarama
32104719-f216-4056-82f2-2b9d76ef4384,2.15,tarama
3210b294-1f0f-4e6b-b83b-40b8a1363866,3.27,tarama
321359ca-37c8-46bb-99bf-110d0a4de2e9,1.97,tarama
3215cbc2-0bc4-499f-8e02-8eb5c845cec7,2.65,tarama
32199470-c435-4486-9cb0-af6b88f20a93,2.34,tarama
321a1268-8a82-442c-a8ce-2824ded794d0,1.79,tarama
3220be72-d9d3-40b4-9326-dce59549c527,2.13,tarama
32251e47-d46c-48b1-b27b-2660e5a3d4c6,2.61,tarama
322d802d-6d52-4593-bc30-21af55dd8275,3.02,kapi
322e4a81-148d-4a82-b821-82effa3de926,2.59,tarama
322e6b20-365e-4934-9122-ef7c624d2c7e,3.07,tarama
3233bce6-15ec-4172-a0cf-ac4167bdc165,2.91,tarama
3237db4b-ddcc-4a29-80bd-81cf610f709f,2.55,tarama
32396a93-3211-4218-99ea-a2f127cfe3b1,3.39,tarama
32396bf9-12ca-4c54-897c-4bcda098ae33,2.04,tarama
324f3483-99ce-4cce-a829-f17977152bae,1.19,tarama
3252490e-bc7d-4f1c-a243-36915b029d55,1.93,tarama
325b167e-0c79-4edf-add9-f204c80ca9a0,1.87,tarama
325b288a-757f-4f4c-a5b5-39caaf47aaed,2.03,tarama
325c52b1-c9a7-4863-9ba2-50cb96d8896b,2.08,kapi
325d292b-62f0-4b11-8586-6a04dd8601b8,1.75,tarama
326a1982-f69b-4261-9fc4-fb738bb80b33,2.36,kapi
326d2901-91bc-4493-9695-6b5e1a7c25f3,2.41,kapi
326d39a5-3026-4dcc-a938-de610d76e55f,1.56,tarama
327436e2-5420-4222-a709-3e67bc37aadb,1.91,tarama
3274a9a6-0b5a-4b4f-93ce-68e2f0763bc3,2.34,tarama
32817d65-4a62-4639-a492-1ce9c4b24f8e,2.18,tarama
328cae26-d4eb-4356-a7dc-25935b22746b,1.51,tarama
328fa39b-a618-431e-be37-05dc2def9b15,3.12,tarama
3291ec8a-92b2-4b27-a6fb-3b3d971c15f4,1.65,tarama
32975ad1-031c-4281-94b1-364978646ac5,2.26,kapi
329c514a-d925-44ec-857e-da8452e6c318,3.36,kapi
329dd924-7dae-4422-8023-db968afa7201,2.94,tarama
32a85f15-015e-454c-8272-7ba6551e3c72,3.29,tarama
32ac4c78-1849-40a2-9a0b-f0bc8bd149d7,2.82,tarama
32b4b9f2-787f-422d-94a7-fd9bf7519d6f,1.64,tarama
32b7a137-5165-4fb3-a528-e722de0d94b9,3.64,tarama
32bb3f0e-1788-4613-b8f5-1edbf1e1ffe8,3.46,kapi
32c69d09-e1ef-41c8-9396-2d7bbd48f216,2.48,tarama
32d394c3-91de-4e1e-9ab1-3daab1915417,1.81,tarama
32d5c5c0-bb34-46ee-ac7d-c223cd3c47b9,2.58,tarama
32e1c442-93f8-430a-a7d8-1bd428d84505,3.15,kapi
32e46a0a-c0ed-44c5-93da-65c97f8c81dc,2.05,tarama
32e7b9ec-e751-4ad6-a1b4-3c3c5a43617e,1.74,tarama
32f3e80e-7a63-43f7-ba9b-acd9b767f322,2.59,kapi
32f3e982-8cac-4bd6-89ff-fae292c8a568,3.84,kapi
32f3f7f5-d84f-4f43-a701-bb1e500a25bb,2.89,tarama
32f89078-86be-48de-9108-f2239e2500d7,1.95,kapi
32fdd6dc-4600-4dcd-8791-a409119ae88e,3.58,tarama
330262b5-99d2-4c55-bf17-bed606d2f1c0,2.09,tarama
3312970f-fbd4-4d49-ae7e-0c6ddc12e11e,1.86,tarama
33198214-be3e-42ac-93f5-404a00c5a91e,1.79,tarama
331cf924-c412-4e61-b139-77f7a75cb59c,1.94,tarama
33226d43-ec6f-4a8a-93da-c3d1fac32aa2,2.42,tarama
332eaa55-79c9-46d0-b19a-bfe76e33af27,2.64,tarama
3330a0b7-9fcb-4db1-9cb6-b9d7e49cb837,2.48,tarama
333cb33b-6fec-44ce-a851-3c84b6c82337,2.37,tarama
33445aac-e429-4868-8b39-3521559a3dcf,3.20,kapi
3349ff2f-d0f9-44f3-ae48-014986cb0612,1.47,tarama
334ebd9f-fe0d-406c-b80b-48f85784aa4c,2.10,tarama
33523ec8-6312-47c8-bbf5-fc91734bf934,2.06,tarama
33527893-0e03-4ec4-bf91-d927eece1295,2.56,tarama
33559a0a-e831-4071-a06d-361e99430e2c,1.67,tarama
335889f9-d1ae-437e-9e49-632d34a59b4c,2.14,kapi
336469a9-873d-4f3f-b398-603eb424ce6a,1.86,tarama
3369dc57-29ad-4817-ac3e-909eaa8d1cd1,1.95,tarama
336fea8b-2ae1-494b-a160-57fd8e3216ef,3.33,tarama
33726de2-74f0-4452-9d45-3b84cafbaedf,2.69,kapi
33774564-45e5-45b9-b8f4-9bbd370de111,3.14,tarama
33822b6b-a373-4b4c-84eb-f2191f7cbf08,2.21,tarama
33829a28-c501-4f7f-85fa-2e4b2ca7cdb9,4.03,kapi
338479fe-1af5-44bc-9fff-be94e8f62de7,3.50,kapi
338edb87-a198-4f24-8a51-c6ffb789e38b,2.06,tarama
33951ba0-ff12-4e7a-9376-d72f33c1dedd,1.70,tarama
339c3d59-d354-4bc7-ac0d-7e691c1ed17f,3.16,kapi
339f2f6d-828b-4556-96dc-f2304864aa0d,3.53,kapi
33a237b2-6791-4649-9b2d-cd6bdad0204b,1.21,tarama
33a307f5-cd28-4ba1-8b04-4beae794c40d,3.21,tarama
33aa5ea4-f53d-4281-ab60-fbafdaf20d77,3.85,kapi
33aa8a6e-b9a8-437d-bcc7-755dfb06a227,3.34,kapi
33b1274a-18d2-49e4-8977-4c79e2426251,1.86,tarama
33b3a5dc-32b7-47a3-ba70-ceca4e9ab101,2.85,kapi
33b9da80-d539-47b9-ab26-02d76ad96956,3.57,kapi
33bba7a5-c0be-4e8b-a24f-d1334f160a53,1.79,tarama
33bf465c-3284-4629-b86c-3b43f5e7363f,3.49,tarama
33c0dfef-1a0c-4614-8997-6a2778cae21a,3.99,kapi
33c59a4d-de03-4177-8f7e-0ec2bf072ed7,1.99,tarama
33cd7b80-a549-418c-91fd-49383800feeb,2.91,tarama
33d3eff8-1c8a-422a-8979-ff8e5d536f03,2.28,tarama
33db97d9-f16e-4b8c-a080-d26af72ac4e1,3.72,tarama
33e13d98-33a3-4e74-a1a8-c60937758f65,2.82,tarama
33e17ad6-e36e-4c08-bee8-32f1bf3f7cfa,2.49,kapi
