id,kategori,zorluk,soru_kisa,dogru_sik,jev_secimi,guven,sorunlu
13900d7a-9c3b-480d-b01a-66443c761b37,genel_kultur,3,Kaçkar Dağları hangi bölgemizdedir?,Karadeniz,Karadeniz,0.430,0
13921d97-f542-4a18-8bc4-694dbee746c2,genel_kultur,3,"Osmanlı'da ""Divan-ı Hümayun"" ne işlevi görürdü?",Devlet meclisi,Devlet meclisi,0.350,0
13995f03-97a6-4dbb-afe9-a571baefbf42,genel_kultur,1,Karikatürde konuşmaların yazıldığı baloncuğa ne denir?,Konuşma balonu,Konuşma balonu,0.480,0
139a7bef-947f-4b85-8ecd-348f15756234,tarih,4,93 Harbi hangi yıllara denk gelir?,1877-1878,1853-1856,0.180,0
139b4db7-8389-4261-89e9-22e157942239,bilim,2,Midede sindirime yardımcı asit hangisidir?,Hidroklorik asit,Hidroklorik asit,0.360,0
139e9681-ceeb-48d1-890f-1abb3735b6e2,edebiyat,5,'Metinlerarasılık' neyi anlatır?,Metinlerin birbirine göndermesini,Metinlerin birbirine göndermesini,0.720,0
13a2d8d2-988e-4360-aa19-492a8e916069,sanat,4,'Nokta' görsel dilde ne sağlar?,En temel işaret birimini,En temel işaret birimini,0.790,0
13aed435-74dd-4068-9e47-1bb25fd3ee08,sinema,1,Bir filmde oyuncuların giydiği kıyafetleri hazırlayan kişiye ne denir?,Kostümcü,Yapımcı,0.030,0
13a95748-5fb6-4ac8-9db9-14fddf8c6302,sanat,5,Levhaya reçine tozu serpilip asitle aşındırılarak ton alanları elde edilen baskı tekniği h,Akuatint,Litografi,0.110,0
13b44599-dcc1-47e9-aac3-cbcc5c826c9c,sanat,3,Gerçekçilik (realizm) akımı neyi konu alır?,Gündelik yaşamı olduğu gibi,Gündelik yaşamı olduğu gibi,0.340,0
13ba7a5d-250c-49f7-bb85-271d0e624e62,teknoloji,5,Vigenère şifresi hangi şifreleme türüne girer?,Çok alfabeli yerine koyma,Açık anahtarlı şifreleme,0.170,0
13c61093-e97b-4a6b-a823-bf95a64cdb24,cografya,3,İzohips eğrilerinin sıklaşması neyi gösterir?,Eğimin arttığını,Yağışın arttığını,0.190,0
13c6bc3e-238e-46a3-a561-a81c1090a340,sinema,3,'Mini dizi' hangi özelliktedir?,Sınırlı bölüm sayısı,Sonsuz sezon sayısı,0.270,0
13cc4572-6939-4b97-bfa6-3fd6c92f240c,sanat,4,Bauhaus'un temel ilkesi nedir?,Biçimin işlevi izlemesi,Biçimin işlevi izlemesi,0.750,0
13d8e489-fbfc-4020-a233-91f143afda5e,cografya,3,Istranca (Yıldız) Dağları hangi bölgemizdedir?,Trakya,İç Anadolu,0.160,0
13d316e3-e540-4762-a018-9fdcefcc5210,muzik,3,"'Ruhun Başrahibesi' lakabıyla anılan, 'Feeling Good' ve 'I Put a Spell on You' yorumlarıyl",Nina Simone,Aretha Franklin,0.030,0
13d9e750-7f3e-477c-9926-7b40f213c529,edebiyat,4,"""Karacaoğlan"" hangi türde eser vermiştir?",Koşma ve semai,Gazel ve kaside,0.070,0
13e0262b-8119-43ae-b85d-3b6b66fffd5b,sanat,2,Sanatta 'minimalizm' neyi savunur?,Sadeliği,Sadeliği,0.630,0
13e081fb-7f64-497b-bc86-6f3c49c3658c,sanat,3,'Karartma' (blackout) sahnede ne için kullanılır?,Sahne veya bölüm geçişi,Sahne veya bölüm geçişi,0.560,0
13ef0029-c94a-4b24-a57a-f0544772f444,tarih,3,Sivas Kongresi hangi ayda toplanmıştır?,Eylül 1919,Mayıs 1919,0.030,0
13e08d57-0941-427c-b0ab-5a8e6b5a0669,cografya,3,Bir haritada 'eğim' nasıl anlaşılır?,Yükselti eğrilerinin sıklığından,Yükselti eğrilerinin sıklığından,0.430,0
13f9b9de-24cc-45f7-8023-70bc1b504a29,cografya,3,Plüviyometre neyi ölçer?,Yağış miktarını,Hava basıncını,0.270,0
13fe3722-5cfc-422b-8126-c7cee7b67c5e,muzik,1,Hoparlör ne yapar?,Elektrik sinyalini sese çevirir,Elektrik sinyalini sese çevirir,0.450,0
14001953-6c7c-4694-b6d1-c76b28b406a4,teknoloji,4,Wi-Fi kablosuz ağ standartları hangi IEEE numarasıyla anılır?,IEEE 802.11,IEEE 802.11,0.480,0
13fe53e0-2b42-47d8-bc2e-1559110d38b1,spor,5,Kayakta 'büyük slalom' slalomdan nasıl ayrılır?,Kapılar daha uzak aralıklıdır,Kapılar daha uzak aralıklıdır,0.280,0
140d9248-b870-4b84-9559-dc046ea76348,bilim,2,'Verim' bir makinede neyi ölçer?,Yararlı enerjinin oranını,Yararlı enerjinin oranını,1.000,1
140f761a-9770-4879-9f0c-233bf299fe42,cografya,3,Oşinografi bilimi neyi inceler?,Okyanusları,Okyanusları,0.380,0
1418bd61-0ef0-40cf-bcde-8b1ef2fe1b21,muzik,5,Saç renginden ötürü 'Kızıl Rahip' lakabıyla anılan Barok besteci kimdir?,Vivaldi,Vivaldi,0.690,0
14199517-2064-4d2a-ba2c-a5e57b7a2c71,edebiyat,3,'Güvenilmez anlatıcı' neye yol açar?,Okurun kuşku duymasına,Belgesel bir anlatıma,0.320,0
1419f208-bd81-4d3a-8813-190f3f793705,edebiyat,2,'Mektup' türünde temel öge nedir?,Belirli bir muhataba seslenme,Belirli bir muhataba seslenme,0.370,0
141bfbff-3668-497e-9122-4a5bfce497e5,spor,2,Sporda 'ev sahibi avantajı' neye dayanır?,Taraftar desteği ve alışkanlık,Taraftar desteği ve alışkanlık,0.410,0
1421128f-86fe-4e7b-a7d6-fd437c80bb68,teknoloji,5,"Brendan Eich, JavaScript'i 1995'te hangi şirkette çalışırken geliştirdi?",Netscape,Microsoft,0.250,0
141dab98-7c27-45ba-89ce-4cff39090cda,edebiyat,3,Pir Sultan Abdal hangi edebiyat geleneğindendir?,Halk-tasavvuf,Servet-i Fünun,0.210,0
14294b84-31c1-4a61-b68b-e4ae92eb049d,edebiyat,4,Divan şiirinde en yaygın nazım şekli hangisidir?,Gazel,Gazel,0.340,0
142e7b46-be82-4a14-9c2f-5af0062f4fd4,teknoloji,2,Wi-Fi şifresinin güçlü olması neyi sağlar?,Yetkisiz erişimi engeller,Yetkisiz erişimi engeller,0.830,1
14349753-63c8-4882-91f3-90eca6f8ca2b,muzik,4,Barok dönemde yaygın klavyeli çalgı hangisidir?,Klavsen,Sentezleyici,0.210,0
1439b1da-a978-4318-a0bc-55dd619438d8,sanat,2,Van Gogh hangi ülkenin ressamıdır?,Hollanda,Almanya,0.150,0
1439a074-ef93-4121-84ca-4cfe8594bc30,sinema,2,"""Flashback"" ne demektir?",Geçmişe dönüş,Geçmişe dönüş,0.490,0
1440e430-81a6-469c-8090-81c121538310,sanat,4,Ortaoyunu hangi geleneksel Türk tiyatro biçimidir?,Açık alanda doğaçlama oyun,Perde arkası gölge oyunu,0.080,0
1441c3ee-72bb-4476-a33a-3833c728ceec,cografya,3,Demiryolunun yayılması yerleşmeleri nasıl etkilemiştir?,Hat boyunca kentleri büyütmüştür,Hat boyunca kentleri büyütmüştür,0.990,1
1441a4ae-9148-4ca6-8417-54047a021de3,muzik,5,Caz bestecisi Charles Mingus hangi çalgının virtüözüydü?,Kontrbas,Kontrbas,0.400,0
1448d09a-ce2d-42f6-9b48-3fac2f3f5f41,tarih,2,'Sparta' hangi düzeniyle bilinir?,Askeri toplum düzeni,Güçlü denizcilik geleneği,0.110,0
144927b9-d6eb-414f-a9a5-ddac4b7bf716,bilim,3,'Homozigot' birey hangi alellere sahiptir?,Aynı iki alel,Farklı iki alel,0.290,0
144aac3f-0f4e-4d7d-bc1f-0c043fe9c410,genel_kultur,1,Pusulanın çalışması neye dayanır?,Yer manyetik alanı,Yer manyetik alanı,0.520,0
144c7954-3a14-4838-9988-f7d578cc6476,cografya,5,Türkiye'de bor madeni rezervi bakımından öne çıkan il hangisidir?,Balıkesir,Trabzon,0.210,0
144d59b3-015c-40d0-80fb-6682bdaba971,spor,5,Mehmet Okur 2004'te hangi takımla NBA şampiyonu olmuştur?,Detroit Pistons,Los Angeles Lakers,0.060,0
14500a2a-4163-4705-bc2c-99e211dd0107,teknoloji,5,'Yatay ölçekleme' nasıl yapılır?,Makine sayısını artırarak,Makine sayısını artırarak,0.760,0
14665dbc-df4d-4670-ae8a-8074dd1c9236,sanat,3,'Pigment analizi' neyi belirler?,Kullanılan boya maddesini,Eserin konu içeriğini,0.260,0
145a2541-2f5d-4155-ad4c-28140448a5d5,muzik,5,'Kontrpuan' neyi düzenler?,Bağımsız ezgilerin birlikteliğini,Bağımsız ezgilerin birlikteliğini,0.830,1
1467e65c-a86b-469f-9bf4-dc520d66d8fd,bilim,2,Bir elementin atom numarası neyi gösterir?,Proton sayısını,Proton sayısını,0.820,1
146a8139-ba9e-4af1-b78e-aeb370e5a240,genel_kultur,1,Son kullanma tarihi neyi belirtir?,Güvenle tüketilebilecek son günü,Güvenle tüketilebilecek son günü,0.980,1
1468e93c-5f23-4c32-b6d3-f532d0477e7f,cografya,2,Avustralya'nın iç kesimlerinin genel özelliği nedir?,Kurak ve çöl,Yağışlı orman,0.260,0
14706872-f18a-4eb1-98d6-d8eec81135ec,sinema,4,Bergman'ın 'Yedinci Mühür' filminde şövalye Ölüm ile hangi oyunu oynar?,Satranç,Satranç,0.770,0
147a98d0-be79-4bc3-af13-6052358628e4,muzik,3,"Müzikte ""cümle"" (fraz) ne demektir?",Anlamlı ezgi bölümü,Anlamlı ezgi bölümü,0.740,0
14738dab-b2dc-4cce-8539-2b47f11ce3ea,tarih,5,Osmanlı'da tuğrayı çeken görevli kimdi?,Nişancı,Sadrazam,0.100,0
1492714d-a7bc-40a4-85d6-351035aea9de,sanat,5,'Medusa'nın Salı' tablosunun ressamı kimdir?,Gericault,Delacroix,0.200,0
148c9a31-1863-4ca2-94dd-46787249e960,tarih,3,Helenizm neyin kaynaşmasıdır?,Yunan ve Doğu kültürlerinin,Yunan ve Doğu kültürlerinin,0.860,1
1497d6a8-1221-4096-8237-712e782f0ba3,sanat,5,Colmar'daki 'Isenheim Sunağı'nın ressamı kimdir?,Grünewald,Dürer,0.070,0
1497cafe-77ad-490b-ae43-98a7ed823b1f,sinema,5,Kuleşov etkisi neyi gösterir?,Yan yana görüntülerin anlam kurması,Yan yana görüntülerin anlam kurması,0.960,1
1498e34c-9fe4-4571-9e83-023194053c70,genel_kultur,3,Türkiye'nin en fazla komşusu olduğu yön hangisidir?,Doğu,Kuzey,0.120,0
14a4dbe7-f1bc-4e2a-b869-4b28512f734f,edebiyat,1,'Komedi' hangi amaçla yazılır?,Güldürerek eleştirmek,Güldürerek eleştirmek,0.710,0
149ad279-1f9e-4546-8767-ac3ed2eb627f,sinema,2,'Titanic' filminin yönetmeni kimdir?,James Cameron,Steven Spielberg,0.300,0
14a7253f-f409-4a15-b6d8-e9c9fadc7f7f,bilim,3,İki nöron arasındaki bağlantı noktasına ne denir?,Sinaps,Sinaps,0.420,0
14ae1a42-8e3c-4dee-ade8-febb7388c40a,spor,3,Basketbolda 'zone savunma' ne demektir?,Bölge esaslı savunma,Bölge esaslı savunma,0.460,0
14acf234-4d3c-49c9-bf93-45a890c726df,teknoloji,4,'Günlük denetimi' (audit log) ne sağlar?,Kim ne yaptı izini,Kim ne yaptı izini,0.490,0
14b081ee-6102-423f-aadb-3620ba6c0b2f,teknoloji,5,1917'de teleks için bir akış şifreleme makinesi geliştirip patentini alan AT&T mühendisi k,Gilbert Vernam,Claude Shannon,0.110,0
14b17a85-19ef-4d8c-847f-ba195dcee529,cografya,1,Dağlık alanlarda nüfusun seyrek olmasının temel nedeni nedir?,Tarım ve ulaşım güçlüğü,Su kaynağının olmaması,0.270,0
14b20e6a-31d1-4945-a7dc-20136335b3e4,muzik,2,Arp hangi tür çalgıdır?,Telli,Telli,0.420,0
14b26a15-36fa-492a-9c28-11424ad853db,cografya,1,Sisin oluşması için ne gerekir?,Nemli hava ve soğuma,Nemli hava ve soğuma,0.500,0
14b2a17e-4439-4076-b5e5-c1eae7027034,edebiyat,3,'Simyacı' kitabının yazarı kimdir?,Paulo Coelho,Gabriel García Márquez,0.090,0
14b2aa83-f98d-4b63-a85c-f72955a9d631,cografya,1,Everest Dağı hangi sıradağlarda yer alır?,Himalayalar,Himalayalar,0.440,0
14bee237-bc6c-4b22-bed1-f95c20a66d6b,muzik,4,'Viyola' kemandan hangi yönüyle farklıdır?,Daha kalın seslidir,Yaysız olarak çalınır,0.150,0
14c8bf22-98d7-4a94-b92d-d1695cff8077,spor,5,'Tenis kortunun' tekler genişliği kaç metredir?,8.23,9.00,0.140,0
14c99663-6a21-4171-9203-f45cb4f807c2,bilim,2,Newton'un üçüncü yasası neyi ifade eder?,Her etkiye eşit ve zıt tepki,Her etkiye eşit ve zıt tepki,0.760,0
14e8340a-1838-48b8-9b99-a3f6fdeb74cf,muzik,4,Rahbani kardeşlerle çalışarak Arap dünyasının en sevilen seslerinden biri olan Feyruz hang,Lübnan,Ürdün,0.180,0
14f0b8f6-4ce7-42b6-b8eb-780c15e8df70,muzik,5,'On iki ton tekniği' neyi eşitler?,On iki sesin kullanımını,Nüans ve şiddet düzeyini,0.260,0
14f13f27-55bf-429a-b0c3-64994741cdd1,cografya,3,Kuzey Denizi ile Baltık'ı bağlayan kanal hangi ülkededir?,Almanya,Almanya,0.480,0
14f45cc7-4256-4bf9-aa32-c990b6226beb,bilim,2,Ay'ın hep aynı yüzünü görmemizin sebebi nedir?,Dönüş süreleri eşittir,Dönüş süreleri eşittir,0.970,1
14f7222e-fffd-4423-93f2-04c0446b7784,cografya,5,Kartalkaya kayak merkezi hangi ilimizdedir?,Bolu,Zonguldak,0.190,0
14f9a04d-6d1b-49d9-af2a-e1189b1a659d,teknoloji,5,'Nesne yönelimli programlama'da 'sınıf' nedir?,Nesnelerin şablonu,Nesnelerin şablonu,0.800,0
1512a219-87f3-4361-9b54-803676ce8ddd,tarih,1,İlk Ay yürüyüşü hangi yıl gerçekleşti?,1969,1969,0.580,0
1509c88e-4554-461d-8ddb-470ae799c7e7,cografya,3,Deniz kıyısındaki dik yamaçlara ne denir?,Falez,Delta,0.130,0
1513f160-c370-4806-b6da-3b4eea7ce7d5,sanat,4,"""Türk Beşleri"" hangi sanat dalında tanınan gruptur?",Klasik müzik,Resim sanatı,0.240,0
1517ae79-9e8c-494c-8be1-1518779b947c,cografya,2,Bebek ölüm hızı hangi alanı yansıtır?,Sağlık ve refah düzeyini,Sağlık ve refah düzeyini,0.970,1
1516c00b-b3d7-45d8-afb2-528dd17ec412,cografya,2,Yaz saati uygulamasının amacı nedir?,Gün ışığından çok yararlanmak,Gün ışığından çok yararlanmak,0.960,1
1518c456-e382-4a8a-a787-54e2093d72a7,tarih,3,Coğrafi Keşiflerde Portekiz'in öncüsü kim sayılır?,Denizci Henri,Magellan,0.270,0
151ee83f-d710-4c41-a1f6-3117fb65bfe8,sanat,3,'Kültür varlığı kaçakçılığı' nasıl önlenir?,Denetim ve uluslararası iş birliğiyle,Denetim ve uluslararası iş birliğiyle,0.830,1
151e9c70-2827-4522-9087-80ebb0ffa087,teknoloji,3,'Bilgisayarla görü' neyi işler?,Görüntü verisini,Metni,0.360,0
15200011-888a-4278-a11a-76bc34e21cb2,cografya,4,Tokat'ın yöresel ürünü nedir?,Yaprak (asma yaprağı),Yaprak (asma yaprağı),0.330,0
15311914-4d6c-449a-96e8-0785513e63e9,bilim,1,Sesin boşlukta yayılmamasının nedeni nedir?,Ortam taneciği gerektirmesi,Elektromanyetik olması,0.210,0
1529097a-a124-4ded-b4e4-e81bf227ff4d,teknoloji,3,Bir web sitesinin küçük simgesi olan 'favicon' genellikle nerede görünür?,Tarayıcı sekmesinde,Tarayıcı sekmesinde,0.320,0
153a0a5f-2da5-4032-aa89-cd9ecc1a1f8a,teknoloji,2,Sensörün robotikteki işlevi nedir?,Çevreden veri toplamak,Çevreden veri toplamak,0.530,0
15368838-53b4-4979-a41a-859da1abb41a,edebiyat,4,Peyami Safa'nın Doğu-Batı çatışmasını işlediği roman hangisidir?,Fatih-Harbiye,İnce Memed,0.190,0
15471189-23dc-4995-b74e-1c56f3edafd0,muzik,5,Operada konuşmaya yakın söyleyişe ne ad verilir?,Resitatif,Arya,0.150,0
1547e883-09e3-4e4e-88b9-f3e247879d77,cografya,5,Türkiye'de en fazla sera alanı hangi ilde bulunur?,Antalya,Ankara,0.150,0
154c80a7-b862-45b0-8a36-3d961124c46b,edebiyat,2,Shakespeare'in trajedilerinden biri hangisidir?,Macbeth,Macbeth,0.330,0
154fcf1c-e6a6-47ee-bf2b-d82bd0b3b60e,cografya,3,Bulgaristan'ın Karadeniz kıyısındaki limanı hangisidir?,Varna,Selanik,0.240,0
15524a99-9eca-4be3-8376-219441cc1d8b,tarih,4,Kanun-i Esasi hangi padişah döneminde ilan edilmiştir?,II. Abdülhamit,II. Abdülhamit,0.760,0
155d9751-3941-466f-8a8b-b483692c2bc0,sinema,5,Japon animasyon klasiği 'Akira' (1988) filminin yönetmeni kimdir?,Katsuhiro Otomo,Hideaki Anno,0.290,0
15532af7-83d4-4d6b-b7d7-46aff5ceb49d,edebiyat,3,"Romanda ""kahraman anlatıcı"" hangi kişi ağzından anlatır?",Birinci kişi,Üçüncü kişi,0.080,0
1556a2e5-be58-4435-8be8-ad3800f6a870,sanat,3,Islak sıva üzerine yapılan duvar resmine ne denir?,Fresk,Mozaik,0.100,0
155fc06c-8360-41df-99d5-7e923b66ddad,cografya,3,Kuzey ormanlarına verilen ad nedir?,Tayga,Bozkır,0.310,0
156b3acd-fdc6-4e5a-aac4-4632419fed33,sanat,5,Whistler'ın annesini resmettiği ünlü tablonun özgün adında hangi iki renk geçer?,Gri ve siyah,Siyah ve altın,0.150,0
153627c4-f4bc-428b-b6c3-62b458c0c7f6,edebiyat,1,Yardımcı düşüncelerin işlevi nedir?,Ana düşünceyi desteklemek,Ana düşünceyi desteklemek,0.750,0
156854e4-e90e-4cc2-b176-2ff42f460a1e,muzik,3,'Stratocaster' ve 'Telecaster' elektro gitar modelleri hangi markaya aittir?,Fender,Fender,0.550,0
156cc5cd-7061-4e32-b629-0916c5527296,spor,4,1970'lerde Hollanda'nın 'Total Futbol' anlayışını sistemleştiren teknik adam kimdir?,Rinus Michels,Rinus Michels,0.650,0
156df288-26d6-43fd-894c-84ceb7d8381f,edebiyat,5,'Natüralizm' realizmden hangi yönüyle ayrılır?,Bilimsel determinizme dayanması,Bilimsel determinizme dayanması,0.640,0
15827484-922a-4e68-bce8-752bf7fcac89,bilim,5,Mendeleyev'in 'eka-silisyum' adıyla varlığını önceden tahmin ettiği element hangisidir?,Germanyum,Skandiyum,0.240,0
15879c01-4f02-420f-beee-9d6429c8cb72,sinema,4,'Çekim programı' neye göre yapılır?,Mekan ve oyuncu uygunluğuna,Kurgu sırasına,0.350,0
159175b9-e026-42b9-a2ac-affe2ec1fb27,sanat,2,"Bir müzikalde dans, müzik ve oyunculuk nasıl bulunur?",Bir arada,Hiç yok,0.220,0
15931436-b0ef-46d0-b78b-54922d4fa0b8,muzik,4,'Vibrato' sesin neyini değiştirir?,Perde titreşimini,Perde titreşimini,0.380,0
15933bf4-d8a2-4c51-afa0-f9afeab7dc87,spor,2,"Basketbolda ""hızlı hücum"" ne demektir?",Savunmadan hızla hücuma geçmek,Savunmadan hızla hücuma geçmek,0.860,1
15a30781-10f9-40a3-81a3-90e75f7f3bfa,tarih,3,'Baharat Yolu' hangi ürünlerin ticaretini sağlardı?,Doğu kökenli baharatlar,Doğu kökenli baharatlar,0.670,0
15a479a7-068e-40db-bb87-e652078a1ade,cografya,1,Sidney hangi ülkenin kentidir?,Avustralya,Avustralya,0.600,0
15a7718f-0e8b-4bee-8c36-7d59c13cac69,sinema,3,"Sinemada ""kadraj"" ne anlama gelir?",Görüntünün çerçevelenmesi,Görüntünün çerçevelenmesi,0.400,0
15a8332f-edf0-467c-b9db-55ca4705e9b8,sanat,4,'Dijital envanter' müzede ne sağlar?,Eserin izlenebilir kaydını,Eserin izlenebilir kaydını,0.760,0
15b694cc-ffe3-4546-9de6-bf222b05f890,bilim,1,Hayvanlar âleminde omurgalıların ortak özelliği nedir?,Sırtta omurga bulunması,Sırtta omurga bulunması,0.450,0
15b94eb5-d3da-4a53-bbd3-056631c8c049,sinema,2,'Harry Potter' filmlerinde Hermione Granger'ı hangi oyuncu canlandırmıştır?,Emma Watson,Emma Watson,0.800,0
15b9d331-afd4-4426-ba47-a7737670da03,spor,4,Halterde iki temel hareket hangileridir?,Koparma ve silkme,Koparma ve silkme,0.570,0
15bbd0ad-aa1b-45f6-a08a-3e9c37d48f9b,edebiyat,5,'Terkib-i Bent' ile tanınan Tanzimat şairi kimdir?,Ziya Paşa,Namık Kemal,0.080,0
15c4b0f3-e2e7-4da7-aa50-1105acd801f2,cografya,3,Kapadokya bölgesi ağırlıklı olarak hangi ilimizdedir?,Nevşehir,Nevşehir,0.540,0
15c6f85f-0845-46e6-93fb-d1e3e8f57f59,cografya,2,Norveç'in başkenti hangisidir?,Oslo,Oslo,0.650,0
15c77a4e-7fa6-4f36-b18f-9523185a41b3,teknoloji,3,'Y2K' ya da 2000 yılı sorunu temelde neden kaynaklanıyordu?,Yılın iki haneyle kaydedilmesi,Yılın iki haneyle kaydedilmesi,0.970,1
15c7c669-31bc-45f0-bf31-77ca680bfb63,edebiyat,1,Günü gününe tutulan kişisel yazılara ne ad verilir?,Günlük,Günlük,0.300,0
15cb9698-9835-4844-8fec-0195bf4fc4f2,spor,2,Naim Süleymanoğlu hangi spor dalında dünya çapında başarılar kazanmıştır?,Halter,Atletizm,0.070,0
15cf018d-118c-465c-9c40-cd59b5be5101,spor,3,"Güreşte ""tuş"" ne demektir?",Rakibin iki omzunu mindere değdirmek,Rakibin iki omzunu mindere değdirmek,0.880,1
15dc9005-a595-4b03-9c88-b05c6d3ba6e5,teknoloji,5,Nintendo'nun Game Boy el konsolunun geliştirilmesine öncülük eden mühendis kimdir?,Gunpei Yokoi,Shigeru Miyamoto,0.090,0
15e576ef-b65d-43e3-9cdc-6e3eaf72e107,sanat,4,Johannes Vermeer ömrünün neredeyse tamamını hangi Hollanda şehrinde geçirmiştir?,Delft,Delft,0.380,0
15ece6b9-aac3-4aaf-9332-f1756514fb7b,teknoloji,2,Bir fotoğrafın çözünürlüğü neyle ölçülür?,Piksel,Newton,0.230,0
15e90229-7f09-478a-9a71-4c3474abc8db,sinema,3,Christopher Nolan'ın rüya temalı filmi hangisidir?,Inception,Gravity,0.330,0
15ed77c0-20ee-4e18-8c8f-2e01c1e0cefe,sanat,4,Venedik manzaralarıyla ünlü 18. yüzyıl 'veduta' ressamı kimdir?,Canaletto,Tiziano,0.360,0
15f0c0be-8c65-4b3a-b6de-feb086350f1d,cografya,3,Tayga ormanlarının en geniş olduğu ülke hangisidir?,Rusya,Hindistan,0.320,0
15fa44d2-b2a0-43b6-8b95-ae4c19769cf5,muzik,4,'Rezonans deliği' ne işe yarar?,Sesin dışa çıkmasına,Tutmaya,0.360,0
15fa79ae-9470-4e82-9d7d-29a86ace7287,muzik,4,'Distorsiyon' efekti neyi üretir?,Bozulmuş ve doygun tınıyı,Yankıyı,0.170,0
15ff29e2-e461-4c36-b79b-09d6f63ac7d4,cografya,3,Sarkıt ve dikitlerin oluştuğu kayaç türü hangisidir?,Kalker,Granit,0.330,0
1609a497-0d94-425b-8d6a-4c01bdde486c,edebiyat,2,'Öyküleme' neyi aktarır?,Olayların akışını,Olayların akışını,0.820,1
15fc6828-5247-4fbf-bed9-710d4db2ed12,cografya,3,Yıkım (dalma-batma) zonlarında ne oluşur?,Derin deniz çukurları ve volkanlar,Derin deniz çukurları ve volkanlar,0.610,0
160cc3e8-a5f7-4dd3-acf1-9be4fe731fd3,bilim,1,Periyodik tabloda 'O' sembolü hangi elementi gösterir?,Oksijen,Osmiyum,0.150,0
1614bf3a-7929-4703-ba50-503bc278f833,sinema,4,Sinemada 'montaj kuramı'nı geliştiren Sovyet yönetmen kimdir?,Sergei Eisenstein,Sergei Eisenstein,0.850,1
16195fba-96a7-4ca3-9dd3-79fb864a6564,teknoloji,4,Web'de 'lazy loading' ne sağlar?,İçeriği gerektiğinde yüklemeyi,İçeriği gerektiğinde yüklemeyi,0.880,1
16209398-35bb-4384-be27-9fc983858933,teknoloji,3,Donanımın çalışması için gereken yazılıma ne denir?,Sürücü,Kernel,0.060,0
161dc082-e638-4b25-92e3-b1ed5cd0d382,bilim,1,Sesin boşlukta yayılamamasının sebebi nedir?,Madde olmaması,Madde olmaması,0.680,0
16249ac5-e0d9-48af-9597-69bb97b7ea6f,edebiyat,4,Gılgamış Destanı hangi uygarlığa aittir?,Sümer,Sümer,0.440,0
162b5693-acde-4933-a2e6-cead702b60dd,sinema,3,'Dune' (2021) filminin yönetmeni kimdir?,Denis Villeneuve,Christopher Nolan,0.180,0
162c3453-9a84-4b12-b94a-0b55deceb9df,edebiyat,4,"""Han Duvarları"" şiirinin şairi kimdir?",Faruk Nafiz Çamlıbel,Yahya Kemal,0.230,0
162c5e91-c748-4405-9f17-6cccb3943d25,teknoloji,5,Bir IPv6 adresi kaç bitten oluşur?,128,256,0.160,0
1630827c-1eb0-485d-95a1-86b95df1d98e,sinema,5,CinemaScope geniş ekran biçimiyle gösterime giren ilk uzun metrajlı film hangisidir?,The Robe,Ben-Hur,0.060,0
1632f5aa-8b36-4f26-8d1f-d2d24bffce82,genel_kultur,3,Kars hangi ürünüyle ünlüdür?,Kaşar ve bal,Kaşar ve bal,0.670,0
16409043-e59a-4dae-a559-4cfe3b9fee0a,sinema,3,'Renk paleti' bir filmde ne işlev görür?,Duygu ve dönem hissini kurar,Duygu ve dönem hissini kurar,0.750,0
165c96bb-1d1a-4874-9256-acc68ef9009e,teknoloji,4,'Kullanılabilirlik testi' kime yapılır?,Gerçek kullanıcılara,Gerçek kullanıcılara,0.710,0
1652552d-7153-4e9c-8e33-a7e111a3834b,sanat,5,Ressamın üzerini boyadığı ilk çizimin zamanla boyanın altından görünmesine ne ad verilir?,Pentimento,Sfumato,0.150,0
16603ef8-7c75-4592-b49e-a049fbb48881,cografya,3,Kültür balıkçılığının yaygın olduğu bölge hangisidir?,Ege ve Karadeniz kıyıları,Ege ve Karadeniz kıyıları,0.580,0
166aa99b-50cb-4aa2-9b61-10bb1fe2cb79,teknoloji,2,Bir e-postada gönderilen dosya ekine İngilizce ne denir?,Attachment,Cookie,0.180,0
166e0a6e-910f-4a60-baf8-5f12c782b190,sinema,4,"Park Chan-wook'un 'Oldboy' filminde Oh Dae-su, nedenini bilmeden kaç yıl bir odaya kapatıl",15,10,0.080,0
16778b3e-ab73-4692-ba22-ac171dc889dd,sanat,3,Mevlevilikteki dönerek yapılan ritüel ne olarak bilinir?,Sema,Sema,0.360,0
1677dad7-300f-4afd-a83c-6a53f06a0faf,sinema,3,'Ses tasarımı' neyi kapsar?,Tüm işitsel katmanı,Tüm işitsel katmanı,0.970,1
167a5ac9-c574-4ab6-8100-aa9dbfc20a3e,cografya,2,Artık yıl uygulaması neden gereklidir?,Yıl süresinin tam gün olmaması,Yıl süresinin tam gün olmaması,0.450,0
167aa8fe-a810-4350-83ba-5ec937014671,sanat,1,Üç ana renk hangileridir?,"Kırmızı, sarı, mavi","Kırmızı, sarı, mavi",0.790,0
16902660-4967-4d5d-9186-37fd1da8a79e,spor,3,Teniste 'lob' vuruşu neyi hedefler?,Rakibin üzerinden aşırmayı,Fileye yakın düşürmeyi,0.080,0
16a79e8f-2aad-45c3-86a6-8d7809424327,cografya,1,Buzlanmanın karayolundaki etkisi nedir?,Tutunmayı azaltması,Tutunmayı artırması,0.200,0
