id,kategori,jev_egilim,guven,soru,dogru
ab314745-931b-4a07-95f9-fae177c64518,edebiyat,yerel,0.53,'Lehçe' ile 'ağız' farkı nedir?,Lehçe daha büyük ayrışmadır
4e020cae-c573-4946-83af-ed055e5308ec,edebiyat,yerel,0.55,Günlük türünün ayırt edici özelliği nedir?,Tarih atılarak yazılması
cf8bf151-724a-4047-90c9-f47d0ddcf86e,edebiyat,evrensel,0.55,'Güzel adlandırma' neyi hedefler?,Kaba sözü yumuşatmayı
80a80109-3a13-4fd2-8c3a-458185837743,edebiyat,evrensel,0.56,'Karakter yayı' ne demektir?,Karakterin değişim süreci
1242e670-224f-4e76-a58f-568dd631d48c,edebiyat,evrensel,0.57,'Tanımlama' anlatımda ne yapar?,Kavramı açıklar
6399dc40-27df-4dc6-9821-d33b89d4a528,edebiyat,evrensel,0.57,'Barbarları Beklerken' ve 'İthaka' şiirlerinin İskenderiyeli şairi kimdir?,Kavafis
b5a201f4-fa2f-411d-b01e-142970d78408,edebiyat,yerel,0.57,Aynı sözcüğün tekrarlanmasıyla yapılan sanata ne denir?,Tekrir
eda569e6-7c6b-4136-9471-e8ef2bd5ed40,edebiyat,evrensel,0.57,'Montaj' tekniği metne ne katar?,Başka metinlerden alıntı
80f53995-07dc-4284-97c3-40970a087446,edebiyat,evrensel,0.58,'Betimleme' hangi amaçla yapılır?,Görüntü oluşturmak
08421ab9-d93b-407f-81c5-71559c73edcb,edebiyat,yerel,0.59,'Hece ölçüsü' neyi sayar?,Dizedeki hece sayısını
1a6d722b-0c9b-422e-a663-6b0cd6a4164f,edebiyat,evrensel,0.60,'Tezat' hangi ilişkiye dayanır?,Karşıtlığa
3dd440db-241f-483f-bc4b-be7c7b99bfb7,edebiyat,evrensel,0.60,'Röportaj' türünde ne öne çıkar?,Yerinde gözlem ve görüşme
83d53b0b-68de-4082-b36a-bac09091f328,edebiyat,evrensel,0.60,'Geriye dönüşlü anlatım' neyi sağlar?,Geçmişin açılmasını
68e42208-ae31-449e-bee3-dfe4fd8ae4ed,edebiyat,evrensel,0.61,'Çeviri edebiyat' neyi sağlar?,Yapıtların başka dile aktarımını
764cf84e-ecbf-4ad4-bf5b-fed9259b1385,edebiyat,evrensel,0.61,'Benzetmede benzeyen' nedir?,Niteliği zayıf olan öge
a8c6da28-3bc4-4100-a9dc-af05e2537d65,edebiyat,evrensel,0.61,Batı'ya Yolculuk romanındaki ölümsüz maymun kral kimdir?,Sun Wukong
d260e833-1bc5-4e5a-a589-4cc90a4f9f85,edebiyat,yerel,0.61,'Eğretileme' (istiare) nasıl kurulur?,Benzetmenin bir ögesiyle
33527893-0e03-4ec4-bf91-d927eece1295,edebiyat,yerel,0.62,'Tam uyak' hangi ses benzerliğine dayanır?,İki veya daha çok sesin benzerliğine
65500132-80ba-4ba7-9c6e-b68eeac0c836,edebiyat,yerel,0.62,Nobel Edebiyat Ödülü kazanan ilk Türk yazar kimdir?,Orhan Pamuk
e7683eb1-f533-4797-9291-1f08fcca4b94,edebiyat,evrensel,0.62,'Ağız' dil biliminde neyi ifade eder?,Bölgesel konuşma farkını
9f6a8987-6fcd-4026-ac22-a86913f06b35,edebiyat,evrensel,0.63,'Abartma' sanatı neyi büyütür?,Niteliği olduğundan çok göstermeyi
192fcc63-12b5-4208-b9d8-e1ab78770abf,edebiyat,yerel,0.64,'Serbest nazım' neyi bırakır?,Ölçü ve uyak zorunluluğunu
3b86d783-39ea-40f6-ab4a-256794847d82,edebiyat,evrensel,0.64,'Son söz' ne yapar?,Kapanış düşüncesini sunar
5a6d51e9-b6fb-4034-8000-12e0b2ca6fd8,edebiyat,yerel,0.64,'Balad' hangi özelliği taşır?,Öykü anlatan halk şiiri
766fb0d8-88f3-485b-b81c-89f7e8a5433e,edebiyat,evrensel,0.64,'Terim anlam' ne demektir?,Bilim dalına özgü anlam
45015cd8-82c4-4d8b-941f-db89838ae720,edebiyat,yerel,0.65,Şehnâme adlı destanın şairi kimdir?,Firdevsî
b789bf52-33d6-449e-8223-6f8bb647aa8a,edebiyat,yerel,0.66,Mevlana'nın Farsça yazdığı ünlü eseri hangisidir?,Mesnevi
c03b7510-8edb-4d4a-9e58-576598dbd1f6,edebiyat,evrensel,0.66,'Zorba' romanının Giritli yazarı kimdir?,Nikos Kazancakis
1addc4ea-5038-4c71-a3d0-e7221019e306,edebiyat,evrensel,0.67,Tezat sanatı neye dayanır?,Karşıt kavramların bir arada kullanımına
3e38e1e8-f1c7-4346-ac1c-fb445e1912aa,edebiyat,evrensel,0.67,'Atasözü' neyi aktarır?,Toplumsal deneyim ve öğüdü
78ea03dd-e097-4224-8afe-475b2d03e5e2,edebiyat,evrensel,0.67,Bir şeyin olduğundan çok büyük gösterilmesine ne denir?,Abartma
ab1ea931-34b6-41be-b1af-54d503aace77,edebiyat,evrensel,0.67,'Sahneleme' anlatıda ne yapar?,Olayı gerçek zamanına yaklaştırır
c1abd35c-a212-43e9-8898-8fd8c2a65427,edebiyat,yerel,0.67,'Şarkı' nazım biçimi hangi özelliğiyle bilinir?,Besteyle söylenmek üzere yazılmasıyla
44428793-d87f-4e0e-aaf1-74c32697adbe,edebiyat,evrensel,0.68,'Köken bilgisi sözlüğü' neyi gösterir?,Sözcüğün geldiği kaynağı
6b539c1c-6694-48d5-9b3e-a5c1c9a50c4c,edebiyat,yerel,0.68,İstiare (eğretileme) sanatı neyi yapar?,Benzetmenin bir öğesini söylemez
a3847023-eedd-4e10-890b-fef86e883482,edebiyat,yerel,0.68,Eksiltili cümle nedir?,Yüklemi söylenmemiş cümle
cdd6e995-a985-4bc6-bcea-5c92c7c304c6,edebiyat,evrensel,0.68,'Özetleme' anlatıda ne sağlar?,Zamanın hızlanmasını
f7979e2f-7477-4f76-8154-acd0edb8524f,edebiyat,evrensel,0.68,'Pastiş' hangi yolla üretilir?,Bir üslubu öykünerek
5fddf345-48bd-4bd8-a826-d0b661ddca0c,edebiyat,evrensel,0.69,Şiirde 'imge' ne işlev görür?,Zihinde görüntü uyandırır
63521359-9a9f-40eb-a45d-f0275f84fbd6,edebiyat,evrensel,0.69,'Göstermeye bağlı' edebî tür hangisidir?,Tiyatro
d14515e8-a673-41ab-983d-bb57dd5f74c3,edebiyat,yerel,0.69,Devrik cümlenin özelliği nedir?,Yüklemin sonda olmaması
58336523-4d2b-4af8-bd3b-9692d449b783,edebiyat,evrensel,0.70,'Sayısal veri kullanımı' anlatıma ne katar?,İnandırıcılık
d208dbd9-a8a5-48b5-9941-093364e79172,edebiyat,evrensel,0.70,'Deneme' türünün üslubu nasıldır?,Kişisel ve serbest
1d8bf5d9-b2de-4eed-9e46-6235d78b5b86,edebiyat,yerel,0.71,'Nazım birimi' neyi ifade eder?,Şiirin yapı taşını
240911d0-963b-4fd5-85e9-074de80b112d,edebiyat,evrensel,0.71,'Yinelenen sözcük' anlatımda neye yol açabilir?,Gereksiz tekrara
2b423407-079b-4034-96a5-2aa2ecbc9ee2,edebiyat,yerel,0.71,'Duraklama' (durak) şiirde neyi sağlar?,Dize içi ritmik bölünme
3cedeb16-edbf-4b17-9afd-bc309298f118,edebiyat,yerel,0.71,'Masumiyet Müzesi' kimin romanıdır?,Orhan Pamuk
9168094f-27a7-40ee-a658-a1d00f5862d7,edebiyat,evrensel,0.71,Yazarın kendine özgü anlatım biçimine ne denir?,Üslup
3d17539e-35c2-41c6-b161-8b9f56663287,edebiyat,evrensel,0.72,Destan türünün özelliği nedir?,Olağanüstü kahramanları anlatması
53fdbcd9-22a8-457e-b5e3-ebcd49da9f19,edebiyat,evrensel,0.72,Yazarın bir konudaki düşüncelerini serbestçe anlattığı türe ne denir?,Deneme
ad61a401-f00c-44ac-a98f-d44ce858c106,edebiyat,evrensel,0.72,Bir sözü gerçek anlamının dışında kullanmaya ne denir?,Mecaz
de0baf05-dae5-47d1-b53c-23a592e670f5,edebiyat,evrensel,0.72,'Dipnot' metinde ne sağlar?,Açıklama ve kaynak
3fe26291-9c1e-4d68-a51b-04ad3d17d405,edebiyat,evrensel,0.73,Yazarın bir konudaki kişisel görüşünü anlattığı türe ne denir?,Deneme
42888ead-aeac-426a-afd2-62bc338fbd90,edebiyat,evrensel,0.73,Şiirde 'imge' ne anlama gelir?,Zihinde canlanan özgün tasarım
64e4adef-4830-4131-9f57-051d9e2c7ea5,edebiyat,yerel,0.73,Şiirde ahenk hangi öğelerle sağlanır?,"Ölçü, kafiye ve redif"
80d2a4fc-ebed-422a-88d1-6365ce2f4fe8,edebiyat,yerel,0.73,Bir sözcüğün iki anlama gelecek şekilde kullanılmasına ne denir?,Tevriye
273ede0f-0de9-47dc-84f4-643b0af9308b,edebiyat,evrensel,0.74,"""Şeker Portakalı"" romanının yazarı kimdir?",Jose Mauro de Vasconcelos
28675af0-c011-4f51-a785-bd61ea6cbf29,edebiyat,yerel,0.74,'Destan' halk edebiyatında ne anlatır?,Toplumsal olay ve kahramanlığı
9b5ad6a4-057d-4b6a-8115-80359a8e3a9b,edebiyat,yerel,0.74,Kasidenin temel amacı nedir?,Birini övmek
0f57c6dd-25c8-4f62-b843-12f93d011f26,genel_kultur,yerel,0.00,Türkiye'de tarım sigortasının amacı nedir?,Doğal afet zararını karşılamak
731e635b-14cf-450b-81db-7d16ac28484d,genel_kultur,yerel,0.08,Noterin temel görevi nedir?,İşlemleri resmen onaylamak
a42ca8cd-0d9c-4b21-af90-b7d3a6c2cdba,genel_kultur,evrensel,0.08,'Minber' ne için kullanılır?,Hutbe için
2dc86cb7-39d8-4a69-95c4-f3bc66641702,genel_kultur,evrensel,0.09,Bir dilekçede bulunması gereken bilgi hangisidir?,"Ad, soyad ve imza"
9a595f30-6894-471d-869a-d48fe284e40a,genel_kultur,yerel,0.12,Çeltik hangi ürünün tarladaki adıdır?,Pirinç
82ac1904-03d3-412e-b62c-7f6884f8c827,genel_kultur,evrensel,0.13,Yoğurt hangi kültürün dünyaya kazandırdığı kabul edilen besindir?,Türk
297afb2d-a25e-4864-bc70-f00c64390298,genel_kultur,evrensel,0.14,Bölgesel kalkınma ajanslarının amacı nedir?,Bölgeler arası farkı azaltmak
e7970a93-9b10-4951-8eb8-f50123003209,genel_kultur,yerel,0.16,Tüketici hakları kapsamında 'ayıplı mal' ne demektir?,Sözleşmeye uygun olmayan ürün
47213dfd-a440-4a95-ac38-b9ed72d77a46,genel_kultur,evrensel,0.17,Kısaltmalarda nokta hangi durumda kullanılır?,Bazı kısaltmalarda
477e4ffe-7875-4204-8d13-51e1ef50f8fd,genel_kultur,evrensel,0.18,Red Kit çizgi romanındaki atın adı nedir?,Düldül
37519cfb-9a3e-4af8-bf06-d8defb2af16f,genel_kultur,yerel,0.19,"Lale anlamındaki İngilizce 'tulip' kelimesi, çiçeğin benzetildiği hangi Türkçe kelimeye dayanır?",Tülbent
89ea63a7-1a79-4502-b5be-6b56fd0bb65c,genel_kultur,evrensel,0.19,Orhun Yazıtları hangi ülkededir?,Moğolistan
1c5cbb93-ea7c-4ef4-8c28-a5d98a63fc74,genel_kultur,evrensel,0.20,'Kabotaj Hakkı' neyi düzenler?,İç sularda taşıma hakkını
f1181a9a-25f8-4bda-9c9c-9123012d0748,genel_kultur,evrensel,0.24,'Kalkınma planı' neyi düzenler?,Ekonomik hedef ve yatırımları
7a6057e8-3706-4fa8-bc2b-01bfcd5a7921,genel_kultur,evrensel,0.25,Itri hangi alanda tanınır?,Müzik
7f7a2974-4cae-4b9e-bcdb-e937617d0301,genel_kultur,evrensel,0.27,'Laiklik ilkesi' neyi ayırır?,Din işleri ile devlet işlerini
b1907476-8ccd-41d6-9990-057077cc33f7,genel_kultur,evrensel,0.30,Mavi zeminli yuvarlak trafik levhaları neyi belirtir?,Mecburiyet
433d8d6f-5d48-4a2c-beca-6da7a353ddde,genel_kultur,yerel,0.31,Teşvik bölgesi uygulaması neyi hedefler?,Geri kalmış bölgelere yatırım çekmek
6b4aaa8d-47e2-41a6-ac61-b7a7eb84305e,genel_kultur,yerel,0.31,Türk kahvesi hangi kuruluşun kültür mirası listesindedir?,UNESCO
c46be5c2-8539-4c49-9af5-13e2cf6b2f29,genel_kultur,yerel,0.32,Farabi hangi lakapla anılır?,Muallim-i Sani
ba449593-5eec-4f4b-b52e-187d7862ca9d,genel_kultur,evrensel,0.33,"Sözleşmede ""fesih"" ne anlama gelir?",Sona erdirme
05a49262-66bf-4d20-9188-15b0e5975267,genel_kultur,evrensel,0.34,Emniyet kemeri hangi koltuklarda zorunludur?,Tüm koltuklarda
2543be5f-c8ff-48ba-9f44-63e07fa52f11,genel_kultur,evrensel,0.35,Zeytinin acılığını gidermek için ne yapılır?,Salamurada bekletilir
b7e64d7b-634a-403b-a0c4-9daf0ea8d941,genel_kultur,yerel,0.36,Nadas ne demektir?,Toprağı dinlendirmek
1eb0939e-1967-43e4-b8c3-a477e7d8e5bd,genel_kultur,evrensel,0.37,Uluğ Bey hangi alandaki çalışmalarıyla bilinir?,Astronomi
3da5b27f-eb8e-4372-8975-394cc781d6b6,genel_kultur,evrensel,0.39,Mahkemede iddia makamını kim temsil eder?,Savcı
925b3add-c3ff-4e94-9ddb-1d0ee1cc9fb5,genel_kultur,yerel,0.50,Kamu yararına dernek statüsü neyi sağlar?,Belirli hukuki ve mali kolaylıklar
5bdf0ad5-8f91-4670-8625-bd968d95af76,genel_kultur,evrensel,0.51,Bir toplantının yazılı kaydına ne denir?,Tutanak
d3dc8ec1-f399-4b9a-80cc-6ca890debc7b,genel_kultur,evrensel,0.51,Bir tavla oyununda kaç pul kullanılır?,30
b941ae75-6891-4828-be53-d92bc02add3c,genel_kultur,evrensel,0.53,Kentsel dönüşümde 'yerinde dönüşüm' ne demektir?,Halkın aynı bölgede kalması
e4e383dd-8f39-4a98-bc95-c26f353cada6,genel_kultur,evrensel,0.53,Kentsel dönüşümün temel amacı nedir?,Sağlıksız yapı stokunu yenilemek
45828b01-4479-4773-b87e-1e7575070940,genel_kultur,yerel,0.56,Emeklilik primi hangi kuruma ödenir?,Sosyal güvenlik kurumuna
954a8578-985a-4f6c-aa87-d3678ab8cad1,genel_kultur,evrensel,0.57,Çek ve senet hangi tür belgelerdir?,Kıymetli evrak
0231dc2c-9f14-4cc5-87bd-5545e9ab886c,genel_kultur,evrensel,0.58,Türkiye'de mavi bayrak uygulaması neyi belgeler?,Plaj ve deniz temizliğini
0be72282-d86a-4dd4-9020-6636a4a24b22,genel_kultur,evrensel,0.58,KDV hangi tür vergidir?,Dolaylı vergi
72f56553-b2fa-4ebd-b06b-903c5c90b2c8,genel_kultur,yerel,0.58,Sultanahmet Camii hangi adla da bilinir?,Mavi Cami
b15134f7-c134-4844-a67f-0691057bc9f6,genel_kultur,evrensel,0.59,Biruni hangi alanlarda eser vermiştir?,Astronomi ve matematik
137cbe78-9044-4efb-b163-7153ee1fcf5e,genel_kultur,yerel,0.60,Türk kahvesi kültürü ve geleneği UNESCO Somut Olmayan Kültürel Miras listesine hangi yıl alınmıştır?,2013
0b633087-bb45-46a3-81ec-452c6bf1113b,genel_kultur,evrensel,0.61,Laiklik ilkesi neyi ifade eder?,Din ve devlet işlerinin ayrılığı
407120f6-5fec-421a-975d-9291b2db45e3,genel_kultur,evrensel,0.63,Bir işçinin yıllık izin hakkı neye bağlıdır?,Çalışma süresine
18b43af8-f022-4c71-99f9-79fd028cc409,genel_kultur,evrensel,0.66,Serbest liman uygulaması ne sağlar?,Gümrük kolaylıklarıyla ticaret çekmeyi
3252490e-bc7d-4f1c-a243-36915b029d55,genel_kultur,evrensel,0.67,'Redaksiyon' yayında ne yapar?,Metni düzeltip düzenler
40096801-3d31-4f8c-8172-31152035b610,genel_kultur,evrensel,0.67,Kefil ne yapar?,Borcu garanti eder
6afae723-c5a5-45b3-a1d5-559f239f45a2,genel_kultur,evrensel,0.67,Turşu hangi işlemle yapılır?,Salamura ve fermantasyon
0a533414-1d49-44ba-878f-1bafe4b5aa69,genel_kultur,evrensel,0.68,Kızılay'ın uluslararası karşılığı olan kuruluş hangisidir?,Kızılhaç
6d3629bd-3feb-4979-9463-404ba0c41b2e,genel_kultur,yerel,0.72,1932'de Belçika'da düzenlenen uluslararası güzellik yarışmasında 'Dünya Güzeli' seçilen Türk kadını kimdir?,Keriman Halis
a6f7627a-e261-4899-b150-8a2eaf2ef7c4,genel_kultur,evrensel,0.72,Tüketici haklarından biri hangisidir?,Ayıplı malı iade
0e8e7e43-8cdd-4510-8234-0e7b96f189b8,genel_kultur,evrensel,0.73,Resmî yazışmalarda kullanılan üslup nasıldır?,Resmî ve nesnel
f229ebf5-5afc-459f-bccb-20bac852d331,genel_kultur,evrensel,0.73,'Müzayede' nasıl işler?,Artırmayla
f371b454-3659-4e77-af69-4fb00636ed0b,muzik,evrensel,0.00,İdil Biret hangi enstrümanın virtüözüdür?,Piyano
da1d6b40-7f15-4762-b94d-bbee3441788d,muzik,evrensel,0.03,Halk müziğinde 'yöre' bilgisi neden önemlidir?,Ezgi ve icra üslubunu belirlemesi
a6de08d8-f9e4-4193-a1b2-5a7750daa3d9,muzik,evrensel,0.05,2003 Eurovision'u 'Everyway That I Can' ile kazanan Türk sanatçı kimdir?,Sertab Erener
ac347fae-c72f-4208-9359-7e750b6040b3,muzik,yerel,0.08,"Türkiye, maNga grubunun 'We Could Be the Same' şarkısıyla katıldığı 2010 Eurovision'da kaçıncı olmuştur?",İkinci
63805bc4-a5b2-46d5-93cd-63202f92e79c,muzik,yerel,0.09,Ud çalgısının en belirgin özelliği nedir?,Perdesiz sapı
9029e9cc-45ed-4c49-8493-9ffdf005e533,muzik,evrensel,0.11,'Bando' hangi çalgılardan oluşur?,Üflemeli ve vurmalılardan
58ae1962-cda2-432a-a05e-4251756c66ed,muzik,yerel,0.12,'Mey' hangi tekniğe dayanır?,Çift kamışlı üflemeli
069ce708-87ba-4ece-a621-f75f73334878,muzik,evrensel,0.14,'Kırık hava' neyi içerir?,Belirli ölçülü ritmi
816362d6-4c33-40f0-ab4c-b963ad541d21,muzik,evrensel,0.15,'Perde' telli çalgıda ne sağlar?,Belirli sesleri basmayı
dd0489a8-9cf0-4fb7-8358-e48133128814,muzik,evrensel,0.16,'Rebap' hangi çalgı ailesindendir?,Yaylı
1864db5e-ecbb-444c-a936-063ef40a3fce,muzik,evrensel,0.30,'Darbuka' hangi çalgı grubundadır?,Vurmalı
75635756-3cf0-4e55-8832-9916cf0046f2,muzik,yerel,0.31,'Ud' çalgısının özelliği nedir?,Perdesiz sap
f9ffd3e1-b207-4299-8026-0ff526ccc727,muzik,evrensel,0.34,Bağlamanın gövde kısmına ne denir?,Tekne
95498055-0567-47c7-8254-4d472ce81b6f,muzik,yerel,0.35,'Çardaş' hangi ülkeyle özdeşleşir?,Macaristan
e4d00c20-e0e9-41f6-810d-09eff228d99c,muzik,evrensel,0.35,'Darbuka' hangi malzemeden yapılır?,Toprak ya da metal gövde
e635e409-c763-49b7-87d0-0551b2f09334,muzik,yerel,0.37,Türkiye'yi 2009 Eurovision Şarkı Yarışması'nda 'Düm Tek Tek' şarkısıyla temsil eden şarkıcı kimdir?,Hadise
f5c87b9e-7cc5-4576-8c7f-fe0ea60b828f,muzik,evrensel,0.37,'Anakruz' nedir?,Ölçü öncesi eksik vuruş
e22a25ff-2ff9-446f-b799-c7a653a199c5,muzik,yerel,0.41,"Ağızla üflenip çekilerek çalınan, cepte taşınabilen küçük nefesli çalgıya ne ad verilir?",Mızıka
4e5aaae8-14d6-461c-b5e9-5daf86e99fe3,muzik,evrensel,0.44,'Konservatuvar' hangi eğitimi verir?,Mesleki müzik eğitimi
6eeffd9a-efc8-4fd6-b19b-98a1d9ed34c8,muzik,evrensel,0.50,'Milliyetçi okul' besteciler neyden yararlanır?,Halk ezgilerinden
77c705ee-a4d6-41c1-9283-381f88c7cb14,muzik,yerel,0.53,Def çalgısı nasıl çalınır?,Elle vurarak
03ef6080-b327-43e7-a8e3-d7657acbc003,muzik,yerel,0.56,Uluslararası sahnelerde 'La Diva Turca' olarak anılan soprano kimdir?,Leyla Gencer
ee01f10d-2de2-4d2a-b7a3-a788497e280e,muzik,evrensel,0.59,Kanunda 'mandal' ne işe yarar?,Perdeyi ince ayarlamaya
f1a24532-77a1-4e69-9a3f-3331a81eff76,muzik,evrensel,0.59,'Deşifre' ne demektir?,İlk görüşte çalma ya da söyleme
3bfea6cb-5bac-4d09-9496-170a618586c7,muzik,evrensel,0.60,'Usta çırak geleneği' müzikte ne sağlar?,Birebir aktarımı
2c2fc8e8-6a7a-4b8b-835e-44df90d2cad9,muzik,yerel,0.61,'Kaşık' halk müziğinde ne işlev görür?,Ritim
1cda23a8-a229-4501-aabd-4615bddfdf73,muzik,yerel,0.62,'Halk oyunlarında müzik' ne sağlar?,Ritim ve figür uyumunu
a0d9bc48-653f-41ec-a830-1d89caa83da4,muzik,evrensel,0.63,Solfej ne demektir?,Notaları okuyarak seslendirme
bb2465e7-3399-4791-984e-4f37da8ef1ef,muzik,yerel,0.64,Ud ve bağlamada tellere vurmak için kullanılan araca ne denir?,Mızrap
d68209e1-a7c1-4736-a6a0-8b6ed3544eb6,muzik,yerel,0.66,"Kayısı ağacından yapılan, çift kamışlı geleneksel Ermeni üflemeli çalgısı hangisidir?",Duduk
063be1e3-9fa6-46ca-b67c-9a7ef4eb8bc6,muzik,yerel,0.69,Kaval hangi tür çalgıdır?,Nefesli
e0a25f0f-c69a-4c59-99a7-6db8d927f7c3,muzik,yerel,0.69,'İlahi' hangi tür bir eserdir?,Dinî içerikli ezgi
66500752-960b-4d3d-869a-5b2592f86dd9,muzik,evrensel,0.70,Kemanda ses yayı neyle sürtülerek çıkarılır?,Yay
417ae98e-fa7b-4f09-8fd2-ffe8a945406d,muzik,yerel,0.71,'Derleme' halk müziğinde ne yapar?,Yörede ezgi toplar
73943626-c83d-49e6-bd21-1c18fe744d44,muzik,evrensel,0.71,'Solfej' çalışması neyi geliştirir?,Nota okuma ve işitmeyi
5829e41b-c14d-4a35-af18-3a431add01f5,muzik,yerel,0.72,'Rebap' hangi teknikle çalınır?,Yayla
aaf64033-ba6a-4e9a-a2ef-f16f8666e26c,sanat,evrensel,0.05,Tiyatroda sahne arkasına ne denir?,Kulis
b1957df7-fe15-46ba-8021-3de90c3a2363,sanat,yerel,0.05,Kilim ile halı arasındaki temel fark nedir?,Kilim düğümsüzdür
a9aaf1dc-a057-4985-9806-2f445f5cb146,sanat,evrensel,0.07,Çini sanatında ağırlıklı olarak hangi renk kullanılır?,Mavi tonları
b90bf129-b701-46ae-8292-2abb72a65625,sanat,evrensel,0.09,Ahşap oymacılığında kullanılan alet hangisidir?,Iskarpela
dc49870c-eddc-4a4a-a6cc-82b5e8a6dc0b,sanat,evrensel,0.09,'Hat sanatında' 'kufi' nedir?,Köşeli erken yazı türü
b4effedf-b5b0-44a1-b7f2-a105c7f69e4f,sanat,evrensel,0.10,Mukarnas mimaride nerede kullanılır?,Taçkapı ve kubbe geçişlerinde
80e14a2b-c711-4336-9426-a8f1bd3f693b,sanat,yerel,0.13,'Katı' sanatı neye dayanır?,Kâğıt oymacılığına
8ce83c39-14c8-4dd6-8d35-ff6a985a6e0c,sanat,evrensel,0.13,Bir müzede eserin yanındaki bilgi etiketine ne denir?,Künye
180ccbfc-0f89-4e55-ab85-f87ef7985b24,sanat,yerel,0.17,'Trienal' hangi aralıkla yapılır?,Üç yıl
a6bfa961-1f73-4c48-b9af-044dac5446b8,sanat,yerel,0.25,'Çini' hangi malzemeden üretilir?,Pişmiş toprak
4cef6c10-83ca-43e3-8201-474025b63f93,sanat,yerel,0.28,Osmanlı camisinde 'mihrap' neyi gösterir?,Kıble yönünü
edcd1285-2090-4ea2-baee-a946ab91f640,sanat,yerel,0.28,"1950'lerde Paris'te büyük soyut tuvalleriyle ün kazanan, Irak prensiyle evli Türk kadın ressam kimdir?",Fahrelnissa Zeid
255dfd17-fd7d-4880-8f41-c53c723c7710,sanat,yerel,0.29,Kilim dokumada motiflerin işlevi nedir?,Anlam ve kültürel simge taşımak
37f33232-cdca-4d36-946d-a5294769e896,sanat,evrensel,0.32,Hat sanatı neyin güzel yazılması sanatıdır?,Yazı
3995330a-e6e4-4b42-984b-8148c7d077b4,sanat,evrensel,0.33,Kat'ı sanatı neyi ifade eder?,Kâğıt oyma
3ae6acf1-ca51-4c07-8d53-c146e37808c1,sanat,yerel,0.34,Türk-İslam mimarisinde 'medrese' ne işlev görür?,Eğitim yapısı
0759064e-3072-4816-ae22-ab18be510639,sanat,evrensel,0.35,'Minyatür' hangi özelliğiyle bilinir?,Küçük boyutlu kitap resmiyle
0ca305d2-3168-478b-95e7-f8db1aba16b6,sanat,evrensel,0.41,İstanbul'daki Ayasofya'nın 6. yüzyıldaki mimarları kimlerdir?,Anthemios ve İsidoros
74a3332e-d251-471f-8fc7-8ab26d9f1a76,sanat,evrensel,0.42,'Reji' tiyatroda ne demektir?,Sahneye koyma işi
e08dca55-7436-4fdb-8b21-3b3d74825d14,sanat,yerel,0.43,'Surname' türü yazmalarda ne anlatılır?,Şenlik ve törenler
5571dc91-c985-4e8a-acb7-437f00541ea8,sanat,yerel,0.46,Medrese yapılarının işlevi neydi?,Eğitim
b493bfa5-a97f-48c7-98ec-97f9e7d9eb11,sanat,evrensel,0.48,'Ödünç eser sözleşmesi' ne düzenler?,Geçici sergileme koşullarını
5fbb321c-e3e7-45da-942f-b1655a1f666c,sanat,evrensel,0.52,Hat sanatı hangi alanda icra edilir?,Güzel yazı
1a67fc51-6a9e-4e5d-a821-213094b0c5bd,sanat,yerel,0.56,Türk mimarisinde 'taşıyıcı ayak' ne işlev görür?,Kubbe yükünü zemine aktarmak
2273d444-7769-4551-b11d-87f6e1caf816,sanat,yerel,0.56,Osmanlı mimarisinde kubbeyi taşıyan geçiş öğesi nedir?,Pandantif ve tromp
24d6babd-6ba7-4c79-946e-1cf9cedcfe5f,sanat,yerel,0.56,'Çini' sanatında ana malzeme nedir?,Pişmiş toprak
5db08e7a-c2de-4cf9-b11e-adf4cc81495b,sanat,yerel,0.57,'Selsebil' nedir?,Duvara gömülü akan su çeşmesi
c10993ac-420f-4b8c-9ab5-c3a9cd3fbb2e,sanat,yerel,0.57,'Sedef kakma' işçiliği neyi kullanır?,Deniz kabuğu içi
5680550a-1efc-4465-a3ae-355ade503b43,sanat,yerel,0.58,Kündekari tekniği hangi malzemede uygulanır?,Ahşap
69f5baa7-a55f-40ba-a738-45c27dd2604e,sanat,evrensel,0.60,Kanatlı zafer tanrıçası heykeli 'Semadirek Nike'si' hangi müzede sergilenir?,Louvre
aa637c77-85e9-4d79-b6fb-3ed38dc4acbc,sanat,evrensel,0.60,Minyatür sanatının özelliği nedir?,Perspektifsiz ayrıntılı küçük resim
1d49ac59-3746-4f23-b3c1-8201fad9b64e,sanat,evrensel,0.61,'Galerici' hangi işi yapar?,Sanatçıyı temsil edip eser satar
84d8e6c3-0b28-4d5a-829a-319953e35202,sanat,yerel,0.63,Kent duvarlarındaki yırtık afiş ve yazıları konu alan 'Duvarlar' serisiyle tanınan Türk ressam kimdir?,Burhan Doğançay
5fcd5f86-3bb0-48c6-a7cc-e8ddceaf5645,sanat,evrensel,0.64,'Cilt sanatı' neyi kapsar?,Kitap kapağı yapımı
69d1207d-337f-4ffd-8ef0-d04e963dcdc5,sanat,evrensel,0.65,Sit alanı ilan edilmesi neyi sağlar?,Bölgenin koruma altına alınmasını
28fc1bc5-7210-409f-aae5-98afff914489,sanat,yerel,0.68,'Sedef kakma' ne demektir?,Yüzeye sedef gömme
d264ad40-3227-40fe-b12c-6529893dd51f,sanat,yerel,0.68,İznik neyiyle ünlüdür?,Çinileri
